,envios,ventas,satisfaction,tasa_mercado,interest
0,-0.32819506451668284,-0.31458233185340456,0.040754666551344465,-0.32819506451668395,0.26542273210352946
1,-0.36021150682842784,-0.3726291004462763,-0.6881178792804284,-0.36021150682842706,-0.5154386033811271
2,-0.3706028082804854,-0.34876542891365125,-0.20786482290440536,-0.37060280828048425,-0.08900809947608306
3,-0.4225593155407734,-0.4500247919034385,-1.3049273940888664,-0.4225593155407748,-0.7636044274814209
4,0.06572972689313701,0.11883354030670418,0.38866641066384017,0.06572972689313891,-0.0451027927397858
5,-0.3383055199835497,-0.3455406084362695,-0.2203803858849368,-0.3383055199835507,-0.014213984986710233
6,1.1100938200047241,0.486463074728225,-1.1050414574355352,1.1100938200047263,-1.0089262356042508
7,1.3628552066763955,0.8145152669273332,-0.7788074953885307,1.3628552066763941,-0.7337057812241762
8,0.14315385871958586,0.35380568690865705,1.3946520666448206,0.14315385871958572,0.7090972371458999
9,0.36770298960618675,0.7182104008527961,1.6741441079625694,0.3677029896061873,0.9459618953528797
10,-0.1923932649503576,-0.26492009650172543,-0.8980000631857,-0.19239326495035883,-1.0311448089110802
11,-0.05771484932479535,-0.17784994361241785,-0.8214265582717843,-0.05771484932479558,-0.9564041275429608
12,-0.16430866643128306,-0.16495066170289086,0.09814962731753825,-0.16430866643128259,-0.29085741575760693
13,-0.26416217989319274,-0.2642751324062491,-0.08857023356514748,-0.26416217989319335,-0.24172320797469254
14,-0.010098689108364369,-0.1585010207481273,-0.8876019378494148,-0.010098689108365892,-0.9989227510622997
15,0.06292126704122959,0.20267887271863,0.859468054413853,0.06292126704122954,0.30260847989631257
16,-0.1924570935833555,-0.042407483562383934,1.4860702327590471,-0.19245709358335378,1.3712519277842508
17,-0.449520530119085,-0.430675869039148,-0.6000831578571608,-0.44952053011908455,0.12542853611495608
18,-0.46637128923052973,-0.4422852227577223,-0.8475475387500886,-0.466371289230532,-0.15015120048884617
19,-0.4057085564293287,-0.40358737702914116,-0.6635441239809899,-0.40570855642932724,-0.13307506893718318
20,-0.36863688638415026,-0.430675869039148,-1.5999877914120884,-0.3686368863841508,-1.1750312572622492
21,-0.3551562790949944,-0.39584780788342494,-1.0968764754250984,-0.3551562790949937,-0.8797478745398758
22,0.4336379674930141,0.6698380936920697,1.4380792583391064,0.43363796749301187,0.7803001931623591
23,-0.385487645495595,-0.34167082386341135,0.582600762665997,-0.38548764549559383,0.6553920764725519
24,-0.40009163672551373,-0.41648665893866826,-0.939612813623134,-0.40009163672551296,-0.6874687093437712
25,1.0567330828184827,1.4917275671775032,1.187021796202737,1.056733082818483,0.6785391660492063
26,-0.5657907679880538,-0.5196809142148846,-3.2476278022953706,-0.5657907679880517,-2.8186061225665786
27,0.01798590941071019,-0.17784994361241785,-1.1220352432881382,0.017985909410710266,-1.168472266178308
28,-0.34111397983545716,-0.32296686509459716,-0.11184621971542279,-0.3411139798354556,-0.07423654283710633
29,-0.41132547613314363,-0.33909096748150597,1.0675678842570744,-0.41132547613314163,1.5246542042448992
30,-0.2933701623530303,-0.36488953130056007,-1.3275600764610203,-0.2933701623530315,-1.1807872277668654
31,-0.46637128923052973,-0.42293629989343173,0.8781415230576624,-0.466371289230532,1.5733823551031998
32,-0.3568413550061389,-0.3842384541648506,-0.9809600248794295,-0.3568413550061411,-0.8014577626067724
33,-0.44615037829679616,-0.3881082387377087,0.9647864662442267,-0.4461503782967941,1.5861359540468796
34,-0.43603992282992926,-0.3997175924562831,0.13475237270702545,-0.43603992282992743,0.7280530334777777
35,1.5734896955694548,0.8338641897916238,-0.9896102678844304,1.5734896955694564,-0.8612154386152275
36,0.8996508170106585,0.38971846040677216,-1.0454326649535393,0.8996508170106576,-0.9931767359666547
37,0.7945250584631225,0.3026483075174646,-1.0909264465296995,0.7945250584631227,-1.0409611369280527
38,0.17525966111752792,-0.11335353406478264,-1.2905559494866614,0.1752596611175298,-1.2719020607403173
39,0.9965426819014658,0.41874184470320797,-1.114605586720569,0.9965426819014674,-1.031279823044079
40,-0.5236638702094419,-0.500331991350594,-1.6084743328711322,-0.5236638702094419,-0.9978983870895184
41,-0.3703219622952947,-0.36488953130056007,-0.22104800339418806,-0.3703219622952938,-0.05499939112911429
42,1.2039729734180307,1.172177174418765,-0.05058477311641808,1.2039729734180318,-0.2166743364279118
43,-0.5657907679880538,-0.5196809142148846,-3.2476278022953706,-0.5657907679880517,-2.8186061225665786
44,1.8867606263231325,1.8476597982310663,0.5408743115779693,1.8867606263231331,0.5285332214507853
45,-0.37341126813239295,-0.32296686509459716,0.8468790931184834,-0.3734112681323937,1.355791348274103
46,-0.15294716975765738,-0.19074922552194493,-0.4041983145186309,-0.15294716975765948,-0.6607414690717649
47,-0.13609641064621264,-0.17140030265765435,-0.3550040327231858,-0.13609641064621197,-0.6221015987530735
48,-0.30042322629929796,-0.3455406084362695,-0.7818346053359533,-0.300423226299298,-0.5101801039399517
49,-0.32429513504051133,-0.34231578795888773,-0.2700546009537101,-0.32429513504051233,0.023260047835550277
50,-0.3215185895051028,-0.3374785572428151,-0.43849907391535614,-0.32151858950510265,-0.14452855990520583
51,-0.39166625716979137,-0.36488953130056007,-0.06038494508157499,-0.39166625716979364,0.39575664085933043
52,-0.18841035825128885,-0.28749383984339777,-0.9749701946752726,-0.1884103582512887,-1.087516971084863
53,-0.026949448219809123,-0.17140030265765435,-0.9409299561972956,-0.026949448219808932,-1.0406189175405123
54,1.1690714768947807,0.5823281925558464,-0.9806749356413198,1.1690714768947792,-0.9090377831156281
55,1.3797059657878403,0.7177706526058804,-0.9776583815474342,1.3797059657878414,-0.8784591882926951
56,-0.3439224396873646,-0.30684276270768834,0.6819116012457787,-0.3439224396873651,0.7881615491529703
57,1.9743079793430478,1.859357101599024,0.2111428038955077,1.9743079793430474,0.08051080834805158
58,-0.34251820976141084,-0.3100675831850701,0.2995349966173988,-0.3425182097614126,0.5168534827363139
59,-0.2523666485151814,-0.15205137979336378,0.9170582611091493,-0.25236664851518364,0.30275495202681935
60,-0.22203528211458087,-0.17140030265765435,0.4457272120215366,-0.222035282114579,-0.04164356188371185
61,0.33955456245411425,0.02208892598525133,-1.0934738621121622,0.3395545624541162,-1.1040768913170653
62,0.36904339089914256,0.11883354030670418,-0.7108971270093085,0.3690433908991403,-0.8172483517331738
63,0.4406591171227828,0.26395046178888343,-0.4862874524591843,0.44065911712278333,-0.6415437892535999
64,-0.3495393593911795,-0.35843989034579654,-0.6339547093202625,-0.34953935939117936,-0.857071268447155
65,-0.30888052017151924,-0.40358737702914116,-1.4824467888135582,-0.3088805201715215,-1.1552441850061126
66,-0.12511788577057437,-0.2939434807981613,-1.3500784325272241,-0.12511788577057664,-1.3563366513560593
67,1.396556724899285,1.1240980327559824,-0.2581880732224775,1.3965567248992847,-0.3442478126990133
68,1.640892732015234,1.1627958784845636,-0.5266102849328508,1.6408927320152333,-0.5098229271401216
69,1.8679950082217507,1.1047491098916917,-0.8656321626206515,1.867995008221751,-0.7299156184569936
70,1.3628552066763955,1.0854001870274013,-0.2775572287258364,1.3628552066763941,-0.3631042091290353
71,-0.2843830908269265,-0.24492620954195854,0.36667259078584835,-0.28438309082692675,0.2533896480711317
72,-0.2692174076266262,-0.24492620954195854,0.12082409314023046,-0.26921740762662666,-0.002042119791624895
73,-0.41244886007390663,-0.3803686695919925,0.10885995871227998,-0.4124488600739081,0.7026614291891992
74,1.23647451334056,0.8919109583844955,-0.45242878144337095,1.23647451334056,-0.5094052301975819
75,-0.26416217989319274,-0.194619010094803,0.5926073408586172,-0.26416217989319335,0.061283243873668514
76,0.2763642157861964,0.21557815462815702,-0.13181993408558693,0.27636421578619697,-0.4015783507244188
77,0.3184911135648083,0.1575313860352853,-0.5145221906525307,0.3184911135648067,-0.678861275738131
78,-0.3256674506499661,-0.30684276270768834,-0.07789726847285906,-0.32566745064996505,0.14128781977214452
79,0.663740189450432,0.3703695375424816,-0.594282096143986,0.6637401894504329,-0.6913666815887313
80,-0.31724207109424374,-0.3261916855719789,-0.3919769814687243,-0.3172420710942458,-0.6738172412116588
81,0.6597189855715645,0.14785692460314004,-1.30457290424659,0.6597189855715649,-1.2170644849157384
82,-0.4057085564293287,-0.3842384541648506,-0.2861320382095626,-0.40570855642932724,0.47655845409767755
83,0.31006573400908594,0.11883354030670418,-0.6459106645559807,0.3100657340090874,-0.7771378489887855
84,3.299926560896567,2.8452726711840115,-0.14112831050958957,3.2999265608965684,-0.0015336877913073757
85,0.22581193845186218,0.1575313860352853,-0.1945359506827354,0.22581193845186337,-0.45475130145943
86,7.999373493999717,8.222514234469125,0.39493546309182515,7.999373493999718,1.027283576968187
87,-0.3871727214067395,-0.3842384541648506,-0.5066823733650535,-0.3871727214067413,-0.38432634711792063
88,1.1100938200047241,0.8532131126559144,-0.3240462600521859,1.1100938200047263,-0.43149402818401045
89,1.261750652007727,0.7951663440630427,-0.6800099934214859,1.2617506520077268,-0.6742665973430605
90,0.2056293246979272,0.3373004693744213,0.8820927853001387,0.20562932469792777,0.5343448708376037
91,0.41117028867775446,0.7278848622849414,1.807859836383234,0.4111702886777545,1.0506752593935067
92,0.43644642734492156,0.32522205085913686,-0.23708000216439265,0.43644642734492134,-0.45785813919361373
93,-0.16979792886910214,-0.19074922552194493,-0.2786709054705863,-0.16979792886910253,-0.5702000947861684
94,-0.4057085564293287,-0.3803686695919925,-0.0008060693845159868,-0.40570855642932724,0.36719233958736824
95,-0.41750408780734,-0.3803686695919925,0.07840742875104671,-0.41750408780734144,0.6647405510027583
96,-0.13903252776411593,-0.19719886647670842,-0.4632661053466198,-0.1390325277641158,-0.7025407926141142
97,-0.1474579073198383,-0.216547789340999,-0.6344224370298922,-0.14745790731983963,-0.8302199050597777
98,-0.2737109433896781,-0.24234635316005312,0.49222131427918453,-0.27371094338967905,-0.014222725547156386
99,-0.31022092146447505,-0.351990249391033,-0.7878428018466429,-0.3102209214644745,-0.6075141918975616
100,-0.30460400176066016,-0.3803686695919925,-1.7948818232849795,-0.30460400176066016,-1.635429746977588
101,-0.0129071489602718,-0.22944707125052607,-1.3672740455741297,-0.012907148960270814,-1.353948394412198
102,-0.1547088400283993,-0.17527008723051246,-0.22973070995852463,-0.1547088400283982,-0.5319851790789952
103,-0.24562634487060353,-0.19074922552194493,0.456337017840187,-0.24562634487060284,-0.03697416439850639
