,variant_id,title,type2,nivel_prenda,specific_color,color,tipo_marca,season,disponibilidad,basicos,formalidad,estampado,atrevido,invierno_verano,interesante,detalle,specific_type,stock,envios,ventas,satisfaction,tasa_mercado,interest,marca,feature_name,feature_value
4131,35614f95-edc6-44a3-9923-b624c561b879,Socobella Jacket blazer ,Jacket,nivel_3,black,black,Mainstream,8,proximamente,False,formal,False,unknown,invierno,False,blazer,jacket,0.0,1741.0,586.6666666666666,0.3589532551496349,0.0148088291583379,0.1868810421539864,Mainstream,composition,true
4143,0dd11a04-58a3-4a6f-a8e7-6d2617d42fb2,Soconessi Sweater acrylic ,Sweater,nivel_2,pink,pink,Mainstream,8,disponible,False,both,False,unknown,invierno,False,acrylic,sweater,2.4,1332.8,457.6,0.3459730246466663,0.0113367073533789,0.1786548660000227,Mainstream,composition,52
4144,50a13295-0b07-44e7-9f86-9f64fbe00d3a,Soconessi Sweater acrylic ,Sweater,nivel_2,rust,orange,Mainstream,8,disponible,False,both,False,unknown,invierno,True,acrylic,sweater,6.8,334.4,105.6,0.2816666666666666,0.0028443839578105,0.1996856526177008,Mainstream,composition,52
4145,1d751c72-35db-4602-b7b9-b7f1f625a6eb,Socopylle T-shirt cott,Tshirt,nivel_2,blue_dark,blue,Mainstream,8,disponible,True,both,False,unknown,invierno,True,cott,tshirt,14.2,391.6,220.0,0.4903846153846154,0.003330923319015,0.3089729563133106,Mainstream,composition,43
4124,52b47a49-6b51-4523-a95b-a9bd0ebe4c7d,Sloane Shirt print,Shirt,nivel_2,white,white,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,print,shirt,0.0,550.0,278.6666666666667,0.4892213366907472,0.0046782630885042,0.2814926886934552,Mainstream,adventurous,3_4
4123,3b36a653-8e01-4b57-859e-d30c753dd10c,Sloane Shirt print,Shirt,nivel_2,aubergine,purple,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,print,shirt,0.0,693.0,271.3333333333333,0.3857042924144411,0.0058946114915153,0.2251184132131794,Mainstream,adventurous,3_4
4072,1135f4be-941a-426e-866d-064b6326dcde,Short Dress sleeveless ,Dress,nivel_1,blue_dark,blue,Mainstream,8,proximamente,True,both,False,unknown,invierno,True,sleeveless,dress,0.0,275.0,135.66666666666666,0.5797258297258298,0.0023391315442521,0.4166112975542866,Mainstream,detail,false
4103,70c2adcd-12bb-46f9-b72b-54406d0f248e,Single Coat breasted,Jacket,nivel_3,khaki,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,breasted,jacket,0.0,205.33333333333331,91.66666666666669,0.3897739651416121,0.0017465515530415,0.2927671117444695,Mainstream,composition,true
4146,28e8de3c-dc77-4d19-a3d3-b39fecba84c5,Socopylle T-shirt cott,Tshirt,nivel_2,garnet,red,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,cott,tshirt,2.0,1258.0,470.8,0.3780475921295052,0.0107004635733424,0.232501186822584,Mainstream,composition,43
4147,49fa3b38-4a29-48f7-8848-c128e74f4116,Socopylle T-shirt cott,Tshirt,nivel_2,pink,pink,Mainstream,8,disponible,False,both,False,unknown,invierno,True,cott,tshirt,1.5,1160.0,423.5,0.3833292933752844,0.0098668821502998,0.2259811334239828,Mainstream,composition,43
4142,51a72863-d4f9-44e0-a5cd-afbbefb99f70,Soconessi Sweater acrylic ,Sweater,nivel_2,grey,gray,Mainstream,8,disponible,False,both,False,unknown,invierno,False,acrylic,sweater,8.2,862.0,272.8,0.2958671916729868,0.0073321141496193,0.1826370413936156,Mainstream,composition,52
4235,53cdee43-abec-46bd-bade-90d4d0605f66,Stsakko Cardigan basic ,Sweater,nivel_2,blue_light,blue,Mainstream,8,proximamente,True,both,False,unknown,invierno,True,basic,sweater,0.0,2233.714285714286,980.2857142857144,0.4454448922760028,0.0189998238056758,0.2322223580408393,Mainstream,application,false
4241,5ad65960-ae5b-410a-983b-5baabf41a94a,Sua Shirt origin,Shirt,nivel_2,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,origin,shirt,0.0,447.3333333333333,205.33333333333331,0.4832995267072346,0.0038049873119834,0.3322689285546784,Mainstream,application,64
4242,0358bb62-9ee6-4414-9c3a-e857ad05a812,Sua Shirt origin,Shirt,nivel_2,rust,orange,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,origin,shirt,0.0,476.6666666666667,264.0,0.5837514679192911,0.0040544946767036,0.40479669808651,Mainstream,application,64
4249,020b3457-ff90-4099-8a67-60cfe5595855,Sul Jacket tiffo,Jacket,nivel_3,beige,beige,Mainstream,8,disponible,False,both,False,unknown,invierno,False,tiffo,jacket,30.8,2581.6,783.2,0.3153580604556007,0.02195891634415,0.1686584883998753,Mainstream,detail,false
4250,13ff2c2d-a0e4-4df5-96ed-9ff03d055149,Sul Jacket tiffo,Jacket,nivel_3,blue_dark,blue,Mainstream,8,disponible,True,both,False,unknown,invierno,True,tiffo,jacket,39.0,2120.0,739.2,0.3731317114859743,0.0180325777229617,0.195582144604468,Mainstream,detail,false
4251,08049047-b95c-4858-ba12-edf879c796f9,Sul Jacket tiffo,Jacket,nivel_3,camel,brown,Mainstream,8,disponible,False,both,False,unknown,invierno,False,tiffo,jacket,31.2,1917.4,624.6,0.3156513767848325,0.0163092757198145,0.1659803262523235,Mainstream,detail,false
4293,78ffa916-e270-4886-9274-70f18d63701d,Susanne Cardigan gold ,Sweater,nivel_2,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,gold,sweater,0.0,22.0,22.0,1.0,0.0001871305235401,0.7500467826308851,Mainstream,adventurous,65
4299,00e685eb-9ae7-4661-863d-74c7772cf586,Tabarak Jacket desires,Jacket,nivel_3,khaki,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,desires,jacket,0.0,1570.2,585.2,0.4540103818657758,0.0133560158210351,0.2752937263530101,Mainstream,adventurous,false
4300,375ca394-8bd1-4458-8483-d0596e4fb67d,Tabarak Jacket desires,Jacket,nivel_3,red,red,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,desires,jacket,0.0,1477.8,611.6,0.4408654991389705,0.0125700676221664,0.2544113524227532,Mainstream,adventurous,false
4234,44feed17-d27b-454f-a8ab-55253248fbf8,Stsakko Cardigan basic ,Sweater,nivel_2,blue_klein,blue,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,basic,sweater,0.1428571428571428,1778.2857142857142,886.0,0.4978350368784549,0.0151259789417404,0.2702490986052822,Mainstream,application,false
4236,188e148a-1d07-483b-8288-53884a947a4d,Stsakko Cardigan basic ,Sweater,nivel_2,lemon,yellow,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,basic,sweater,0.0,839.0,374.0,0.4464821063313859,0.007136477693191,0.2620812852049839,Mainstream,application,false
4141,0c14e90f-6912-4683-95f6-522d5fade7da,Soconessi Sweater acrylic ,Sweater,nivel_2,blue_dark,blue,Mainstream,8,disponible,True,both,False,unknown,invierno,True,acrylic,sweater,20.6,242.0,88.0,0.3455417700578991,0.0020584357589418,0.2438319565365825,Mainstream,composition,52
4140,019e32ed-f9c8-460e-8dad-48287b6b90a3,Soconess Sweater carylic,Sweater,nivel_2,beige,beige,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,carylic,sweater,0.4,1350.4,514.8,0.38261620266754,0.0114864117722111,0.1970513072198755,Mainstream,composition,false
4139,3851d122-6cbc-4e47-8266-ac43171d6ec6,Socodolliea Sweater visco,Sweater,nivel_2,rust,orange,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,visco,sweater,2.4,1170.0,475.2,0.5060188319455259,0.0099519414791817,0.3269150493625786,Mainstream,adventurous,false
3447,19a39db5-c7a1-45ec-acc1-0d09ea486c53,Pcbillo Tshirt noos ,Tshirt,nivel_2,green_dark,green,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,tshirt,0.0,334.4,198.0,0.5980952380952381,0.0028443839578105,0.4195164377153064,Mainstream,composition,false
3448,21a712d4-f931-42a3-b537-a57b4fd69ebe,Pcbillo Tshirt noos ,Tshirt,nivel_2,mustand,yellow,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,tshirt,0.0,396.0,211.2,0.5585421522921522,0.003368349423723,0.3725750339394653,Mainstream,composition,false
3450,10a31d76-6165-4cee-990d-8e99a4d08c47,Pcbillo Tshirt noos ,Tshirt,nivel_2,rust,orange,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,tshirt,0.0,413.6,198.0,0.4769047619047619,0.0035180538425551,0.3121960015027148,Mainstream,composition,false
3459,39b35e13-2946-4357-ba79-b42308e41006,Pcdelly Jeans noos ,Jean,nivel_1,blue_dark,blue,Mainstream,8,proximamente,True,both,False,unknown,invierno,True,noos,jean,0.0,1781.3333333333333,887.1666666666666,0.5396099705535989,0.0151519017848282,0.3097181696302934,Mainstream,composition,36
3462,155077bf-16ca-419e-a717-0ab7f13595e8,Pcellen Cardigan noos,Sweater,nivel_2,beige,beige,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,sweater,0.0,294.8,154.0,0.5315942028985507,0.0025075490154382,0.3799725221385394,Mainstream,composition,61
3463,3fabce36-4811-490b-8c03-fdb11c489453,Pcellen Cardigan noos,Sweater,nivel_2,brown,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,sweater,0.0,268.4,145.2,0.5938528138528139,0.00228299238719,0.4459603584864078,Mainstream,composition,61
3464,26bfa245-b71f-4e9c-84ab-accc3aa01ebc,Pcellen Cardigan noos,Sweater,nivel_2,green_dark,green,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,sweater,0.0,250.8,154.0,0.6061904761904762,0.0021332879683579,0.4551761791349467,Mainstream,composition,61
3465,2114f5b0-6937-4949-b376-2d05a573b433,Pcellen Cardigan noos,Sweater,nivel_2,grey_dark,gray,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,sweater,0.0,286.0,149.6,0.4964743589743589,0.0024326968060222,0.3729639434322747,Mainstream,composition,61
3466,15819dbc-d42c-4605-a3a8-4ba9fdc811f0,Pcellen Cardigan noos,Sweater,nivel_2,mustand,yellow,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,sweater,0.0,220.0,154.0,0.744017094017094,0.0018713052354016,0.5584806468216709,Mainstream,composition,61
3467,4b230c8b-5d4f-41ca-9932-acea48a76487,Pcellen Cardigan noos,Sweater,nivel_2,taupe,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,sweater,0.0,264.0,145.2,0.6344444444444444,0.002245566282482,0.4516005684798481,Mainstream,composition,61
3468,0cbbcf34-e5d5-4867-87be-0f939c5edf1d,Pcellen Sweater knit ,Sweater,nivel_2,brown_light,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,knit,sweater,0.0,264.0,145.2,0.5666666666666667,0.002245566282482,0.4255613915706204,Mainstream,composition,false
3469,112bb087-3f24-45af-801c-2a211539ebba,Pcellen Sweater knit ,Sweater,nivel_2,ecru,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,knit,sweater,0.0,347.6,149.6,0.4118295739348371,0.0029566622719346,0.3096113460191115,Mainstream,composition,false
3461,244ec703-762c-43d1-a158-f9d07e8f8b59,Pcdorita Coat noos ,Jacket,nivel_3,grey_dark,gray,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,noos,jacket,0.0,532.4,246.4,0.5123138528138528,0.004528558669672,0.3237102656944127,Mainstream,adventurous,false
3746,2ef1fe22-69db-4326-ae2e-16df34cbc35c,Rihanna Dress easy ,Dress,nivel_1,rust,orange,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,easy,dress,0.0,1803.2,730.4,0.4056453262993373,0.0153378981839833,0.2104916122416603,Mainstream,composition,false
4132,14c561e8-ab38-48ef-bd04-3265fa504c64,Socoberlin Dress visco,Dress,nivel_1,black,black,Mainstream,8,proximamente,False,both,False,basico,invierno,True,visco,dress,0.0,1508.6,708.4,0.4911531388283225,0.0128320503551226,0.2830928901728904,Mainstream,application,straight
4133,72dbda44-eac8-41be-b94d-071c6334dab2,Socoberlin Shirt combi,Shirt,nivel_2,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,combi,shirt,0.0,1486.6,739.0,0.5029673818717102,0.0126449198315825,0.2813125873805989,Mainstream,application,53
4134,7cc7ddfa-df91-40f3-8456-c3e634cebc51,Socobliss Sweater visco ,Sweater,nivel_2,grey,gray,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,visco,sweater,0.4,1033.6,545.6,0.5401386676592221,0.0087917322332326,0.3052210938488912,Mainstream,composition,47
4135,2a4a5f19-5ca0-41d6-8b0c-b1d66351db11,Socobliss Sweater visco ,Sweater,nivel_2,pink,pink,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,visco,sweater,0.0,1244.6,607.2,0.4674542086447516,0.0105864840726406,0.2390203463586961,Mainstream,composition,47
4136,14025ad0-8a0b-472b-ba2b-a1c88acbd09f,Socodolliea Sweater visco,Sweater,nivel_2,blue_dark,blue,Mainstream,8,disponible,True,both,False,unknown,invierno,True,visco,sweater,7.0,804.8,422.4,0.5491553962950031,0.0068455747884149,0.3405319502440207,Mainstream,adventurous,false
4137,56c97787-514b-4ced-b833-2fe0fb7f59e0,Socodolliea Sweater visco,Sweater,nivel_2,brown,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,visco,sweater,2.4,1112.8,440.0,0.3764274591589434,0.0094654021179772,0.2277160280466876,Mainstream,adventurous,false
4138,40f4d171-545d-49d0-8dbd-317cfa544f38,Socodolliea Sweater visco,Sweater,nivel_2,pink,pink,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,visco,sweater,0.0,1381.2,558.8,0.4743599424612862,0.0117483945051673,0.2846085568357693,Mainstream,adventurous,false
4233,23e2b97d-33cc-440b-88ef-d68495346677,Stsakko Cardigan basic ,Sweater,nivel_2,beige,beige,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,basic,sweater,0.0,945.5714285714286,458.8571428571428,0.5083830872062706,0.008042967112418,0.2979202154827236,Mainstream,application,false
3445,52153c0c-35fb-464e-9673-59c31ee18d1b,Pcbillo Tshirt noos ,Tshirt,nivel_2,blue_dark,blue,Mainstream,8,proximamente,True,both,False,unknown,invierno,True,noos,tshirt,0.0,396.0,198.0,0.608875128998968,0.003368349423723,0.4368013505209356,Mainstream,composition,false
4220,499033e2-26be-4227-af46-260e4a0f0021,Stripe Tshirt warehouse ,Tshirt,nivel_2,ecru,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,warehouse,tshirt,0.0,297.0,132.0,0.4539287530420253,0.0025262620677922,0.3249531158907728,Mainstream,composition,false
4194,5311269c-c7d5-4493-b3bc-7359e93e3431,Sthorse Pant check ,Pant,nivel_1,grey_dark,gray,Mainstream,8,proximamente,False,both,False,unknown,invierno,False,check,pant,0.0,835.8333333333334,271.3333333333333,0.3199646295597142,0.007109542239045,0.179461364558103,Mainstream,composition,false
4012,61243cf3-0d54-470b-a332-8bcb92fb3b89,Serina Sweater glitter ,Sweater,nivel_2,grey,gray,Mainstream,8,disponible,False,both,False,unknown,invierno,True,glitter,sweater,4.2,330.0,101.2,0.2866666666666667,0.0028069578531025,0.2157017394632756,Mainstream,composition,54
3879,8885b662-f65b-48e3-a316-aca67c2f66f6,Sanne Pant coated ,Pant,nivel_1,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,coated,pant,0.0,1129.0,491.3333333333333,0.442432956451648,0.0096031982307659,0.226018077341207,Mainstream,application,false
3880,352475d7-adc8-475b-b77a-036807ac1c26,Sanne Pant coated ,Pant,nivel_1,green_dark,green,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,coated,pant,0.0,1085.0,469.3333333333333,0.4412996331724858,0.0092289371836856,0.2252642851780857,Mainstream,application,false
3899,fccac1d9-d2e0-41aa-a199-d8d9c39b477d,Satchel Bag lock ,Bag,nivel_3,garnet,red,Mainstream,8,proximamente,False,informal,False,atrevido,invierno,False,lock,bag,0.0,2771.0,682.0,0.2461205341032118,0.0235699400331731,0.1348452370681924,Mainstream,application,boho
2727,0930993f-e2aa-4879-b90d-a1987ffa9b1c,Miles Jeans slimfit ,Jean,nivel_1,aubergine,purple,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,slimfit,jean,0.0,1357.2857142857142,568.8571428571429,0.441427303283796,0.0115449811958126,0.2382505562519111,Mainstream,detail,false
1873,14f16903-ce3c-4974-a18d-cc28921375ea,Ihjanella Dress printed ,Dress,nivel_1,rust,orange,Mainstream,8,proximamente,False,both,True,unknown,invierno,True,printed,dress,0.0,700.3333333333334,264.0,0.441822521279043,0.0059569883326953,0.2750497071017622,Mainstream,application,40
712,0897f61b-b4c7-4d5f-9d90-a5921d87a2ec,Carlaura Dress stripes ,Dress,nivel_1,pink,pink,Mainstream,8,proximamente,False,both,True,unknown,invierno,True,stripes,dress,0.0,858.0,330.0,0.41,0.0072980904180666,0.2086490452090333,Mainstream,composition,68
1926,16c3c07c-7e23-43c9-a718-353d8fc72f30,Ihsofie T-shirt solid ,Tshirt,nivel_2,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,solid,tshirt,0.0,506.0,192.5,0.3640567765567766,0.0043040020414238,0.223596749397769,Mainstream,adventurous,false
1925,01507abc-61bd-4849-af80-78803547a0e3,Ihrebel Tshirt total ,Tshirt,nivel_2,rust,orange,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,total,tshirt,0.5,747.8333333333334,377.6666666666667,0.5263828447172753,0.0063610201448843,0.313509895440582,Mainstream,composition,false
4002,1884a5f4-f43e-476c-b6c4-d35b440dda2f,Sequim Dress mesh,Dress,nivel_1,black,black,Mainstream,8,disponible,False,both,False,unknown,invierno,False,mesh,dress,1.1666666666666667,388.6666666666667,110.0,0.2689594356261023,0.0033059725825429,0.1767091543265007,Mainstream,closing,false
1924,16efcf68-c83f-4064-af63-7b040e58d6a9,Ihrebel Tshirt total ,Tshirt,nivel_2,khaki,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,total,tshirt,0.0,744.1666666666666,322.6666666666667,0.4669981836500743,0.0063298317242943,0.2804973441708632,Mainstream,composition,false
706,17db1843-31bc-4734-ae24-afe4da41339d,Carirena Parka merlot ,Jacket,nivel_3,garnet,red,Mainstream,8,disponible,False,both,False,unknown,invierno,True,merlot,jacket,1.0,1858.0,704.0,0.3677010985977647,0.0158040233062561,0.1917525609520103,Mainstream,detail,false
1923,b3438b4f-9ec2-48df-b360-77df7b18ffda,Ihrebel Tshirt total ,Tshirt,nivel_2,blue_dark,blue,Mainstream,8,disponible,True,both,False,unknown,invierno,True,total,tshirt,9.166666666666666,414.3333333333333,223.66666666666663,0.516468253968254,0.0035242915266731,0.3627660909804033,Mainstream,composition,false
1922,125b2ba1-a317-4fe2-8bb9-ac9275944630,Ihrebel Tshirt total ,Tshirt,nivel_2,black,black,Mainstream,8,disponible,False,both,False,unknown,invierno,True,total,tshirt,7.0,626.8333333333334,275.0,0.4469506045498825,0.0053318022654134,0.2788033536602269,Mainstream,composition,false
1921,10aef0a7-813c-48ea-88ab-b435015bea25,Ihrebel Tshirt total ,Tshirt,nivel_2,aubergine,purple,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,total,tshirt,3.8333333333333335,854.1666666666666,355.6666666666667,0.4259336893261393,0.0072654843419952,0.2552467654633834,Mainstream,composition,false
705,7abbbea9-4921-492f-be4f-31a81ce7fb8a,Carirena Parka merlot ,Jacket,nivel_3,black,black,Mainstream,8,disponible,False,both,False,unknown,invierno,True,merlot,jacket,0.5,2221.0,891.0,0.4052722957422022,0.0188916769446689,0.2120819863434355,Mainstream,detail,false
1912,0ded86b6-77c9-4675-b10c-c2ca669ab8a2,Ihmara Sweater palace,Sweater,nivel_2,red,red,Mainstream,8,proximamente,False,informal,False,unknown,invierno,True,palace,sweater,0.3333333333333333,432.6666666666667,176.0,0.3953164890664891,0.0036802336296233,0.2448369919873715,Mainstream,composition,false
1911,12b7f0a7-7b23-4d03-8204-95b77b2ea6c2,Ihmara Sweater palace,Sweater,nivel_2,blue,blue,Mainstream,8,proximamente,True,informal,False,unknown,invierno,False,palace,sweater,0.0,436.3333333333333,132.0,0.2892970863559099,0.0037114220502133,0.1849300401631277,Mainstream,composition,false
1910,1fb2383d-ba1a-4b8f-b72b-f9ceb2bb903e,Ihmara Cardigan colors,Sweater,nivel_2,red,red,Mainstream,8,proximamente,False,both,True,unknown,invierno,True,colors,sweater,0.0,850.5,333.6666666666667,0.3970519112573176,0.0072342959214051,0.2138841262860256,Mainstream,composition,58
1909,17112b7e-9443-474f-bf1c-62d83170cea8,Ihmara Cardigan colors,Sweater,nivel_2,mustand,yellow,Mainstream,8,proximamente,False,both,True,unknown,invierno,True,colors,sweater,0.0,803.0,330.0,0.4158353723571115,0.0068302641092161,0.2498028194617985,Mainstream,composition,58
711,6d19963d-a7e7-4ff4-950c-84cfa0579346,Carlaura Dress stripes ,Dress,nivel_1,grey,gray,Mainstream,8,proximamente,False,both,True,unknown,invierno,False,stripes,dress,0.0,0.0,0.0,0.0,0.0,0.0,Mainstream,composition,68
3953,2e0b558b-2199-4710-b843-a759dff769ca,Seamed Skirt pencil ,Skirt,nivel_1,aubergine,purple,Mainstream,8,proximamente,False,both,False,atrevido,invierno,True,pencil,skirt,0.0,253.0,69.66666666666667,0.4157768157768158,0.0021520010207119,0.3123706120877898,Mainstream,style,night
3828,07ba38af-043f-4ad6-a7ba-6b2c0b24f62d,Ryan Top soya ,Top,nivel_2,purple,purple,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,soya,top,0.0,209.0,102.66666666666669,0.6568732193732194,0.0017777399736316,0.4930993495233224,Mainstream,composition,42
4017,3cee5f7b-26a2-46c0-b7d7-a2b6b9aab834,Sevi Pant slim ,Pant,nivel_1,taupe,brown,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,slim,pant,0.0,465.6666666666667,220.0,0.5785522563036795,0.0039609294149335,0.3821251308493836,Mainstream,composition,false
4195,2e8b1ab9-f9fb-4a40-aebc-91c1ead6e0ea,Stjordis Jacket striped ,Jacket,nivel_3,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,striped,jacket,0.0,1005.2857142857144,421.1428571428572,0.4155994602696333,0.0085508928191699,0.2254145678233901,Mainstream,composition,false
4196,0171802f-7c9a-45e4-938f-ee763283312a,Stmela Tshirt block,Tshirt,nivel_2,grey_dark,gray,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,block,tshirt,2.4285714285714284,691.2857142857143,314.2857142857143,0.4593505645734473,0.0058800298922784,0.2612502218471673,Mainstream,adventurous,false
4148,1f936d2e-c330-44c5-a46f-8868607a4929,Socopylle T-shirt cott,Tshirt,nivel_2,rust,orange,Mainstream,8,disponible,False,both,False,unknown,invierno,True,cott,tshirt,9.6,338.8,193.6,0.6819163292847503,0.0028818100625186,0.4875132474739187,Mainstream,composition,43
4197,1bcc380b-c4d5-4142-ad01-3008a1aa983b,Stmelanie Tshirt knot ,Tshirt,nivel_2,blue_light,blue,Mainstream,8,proximamente,True,both,False,unknown,invierno,True,knot,tshirt,0.0,1005.2857142857144,386.57142857142856,0.3419664829457863,0.0085508928191699,0.1896797756090245,Mainstream,composition,false
4199,667a7796-2280-4fca-8220-45bef537f8dd,Stmelanie Tshirt knot ,Tshirt,nivel_2,lemon,yellow,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,knot,tshirt,0.0,732.1428571428571,389.7142857142857,0.5102483635982417,0.0062275580074244,0.2929056750156393,Mainstream,composition,false
4200,8c738d0c-1be4-488a-af43-e44e21e1fc76,Stonblouson Jacket zebra ,Jacket,nivel_3,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,False,zebra,jacket,0.0,2580.333333333333,777.3333333333334,0.3076682656685744,0.0219481421624916,0.164808203915533,Mainstream,adventurous,55
4201,76f1d811-d383-4615-a93e-995c8443c93b,Stonprinted Shirt lace,Shirt,nivel_2,coral,orange,Mainstream,8,proximamente,False,formal,False,unknown,invierno,True,lace,shirt,1.0,2096.6666666666665,740.6666666666666,0.3790754586031279,0.0178341059555706,0.1984547822793493,Mainstream,style,false
4202,53e6d8ee-40f8-44b2-bb98-ba0ddf5c2ea5,Stotto Shirt buttoned ,Shirt,nivel_2,blue_light,blue,Mainstream,8,proximamente,True,both,False,unknown,invierno,True,buttoned,shirt,0.0,1002.1428571428572,433.7142857142857,0.4167799989186975,0.0085241598872356,0.23375421456089,Mainstream,application,false
4215,1cbd737f-eb46-44f9-bd7a-3de473a28880,Stripe Dress one ,Dress,nivel_1,black,black,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,one,dress,0.0,647.4285714285714,251.42857142857144,0.4039712848223487,0.0055069839784678,0.2421969507114121,Mainstream,composition,false
4216,03ed04c1-0bfc-4db4-a83a-2daac06038e3,Stripe Jumpsuit pinny,Jumpsuit,nivel_1,blue_light,blue,Mainstream,8,proximamente,True,both,False,unknown,invierno,False,pinny,jumpsuit,0.0,550.0,180.4,0.3078667953667954,0.0046782630885042,0.1810105464946935,Mainstream,adventurous,135
4198,4fd367e3-17f7-4a1c-b422-4029f8eb1c1d,Stmelanie Tshirt knot ,Tshirt,nivel_2,grey_dark,gray,Mainstream,8,proximamente,False,both,False,unknown,invierno,True,knot,tshirt,0.0,845.1428571428571,418.0,0.4588257926801953,0.0071887284237898,0.2575494537630857,Mainstream,composition,false
4013,00a1d36c-1f3e-48a4-9982-21f04bf9160c,Sesilia Coat comfort,Jacket,nivel_3,brown,brown,Mainstream,8,proximamente,False,informal,False,unknown,invierno,False,comfort,jacket,0.0,454.6666666666667,121.0,0.2346153846153846,0.0038673641531634,0.1330600893268353,Mainstream,application,false
3826,173aac3e-178c-4dde-9172-7103ee695509,Ryan Top soya ,Top,nivel_2,black,black,Mainstream,8,disponible,False,both,False,unknown,invierno,True,soya,top,5.0,304.3333333333333,165.0,0.500287356321839,0.0025886389089723,0.3531002872707736,Mainstream,composition,42
3760,02ac1c21-84a0-493a-b374-42bfbfdbf70c,Rizetta Jacket blazer,Jacket,nivel_3,black,black,Mainstream,8,proximamente,False,formal,False,unknown,invierno,False,blazer,jacket,0.0,0.0,0.0,0.0,0.0,0.0,Mainstream,composition,true
3761,1f8ef04b-52d0-4ca9-ab47-cd2e0978c7cd,Rizetta Jacket blazer,Jacket,nivel_3,blue,blue,Mainstream,8,proximamente,True,formal,False,unknown,invierno,False,blazer,jacket,0.0,0.0,0.0,0.0,0.0,0.0,Mainstream,composition,true
3762,0ed4a38f-0556-46f4-a62e-2ffedff6cfd5,Rizetta Jacket blazer,Jacket,nivel_3,blue_dark,blue,Mainstream,8,proximamente,True,formal,False,unknown,invierno,False,blazer,jacket,0.0,0.0,0.0,0.0,0.0,0.0,Mainstream,composition,true
3764,053b4feb-7fe8-4619-9760-8fc84f33dca4,Rizetta Jacket blazer,Jacket,nivel_3,grey,gray,Mainstream,8,proximamente,False,formal,False,unknown,invierno,False,blazer,jacket,0.0,0.0,0.0,0.0,0.0,0.0,Mainstream,composition,true
3765,0f42a3b9-04da-47ac-ab3c-2d15d2dd9715,Rizetta Jacket blazer,Jacket,nivel_3,khaki,brown,Mainstream,8,proximamente,False,formal,False,unknown,invierno,False,blazer,jacket,0.0,0.0,0.0,0.0,0.0,0.0,Mainstream,composition,true
3766,28a32916-5387-4b62-9951-2664c55d67a7,Rizetta Jacket blazer,Jacket,nivel_3,rust,orange,Mainstream,8,proximamente,False,formal,False,unknown,invierno,True,blazer,jacket,0.0,1008.4285714285714,339.42857142857144,0.4510141305792361,0.0085776257511042,0.2832470085428943,Mainstream,composition,true
