,index,title,specific_color,type2,specific_type,color,tipo_marca,stock,envios,ventas,satisfaction,tasa_mercado,interest,season,disponibilidad,marca,feature_name,feature_value,variant_id,nivel_prenda
19,19,Addi Playsuit flowers,mustand,Jumpsuit,jumpsuit,yellow,MAINSTREAM,0.6,611.6,101.2,0.1683921341816078,0.0052022285544167,0.1020040227552645,7,disponible,MAINSTREAM,adventurous,true,4fec6936-1e4a-4436-b0f8-5bd170361d9d,Nivel 1
23,23,Ademia Top ward,garnet,Top,top,red,OWN_PRODUCTION,0.4,1464.4,426.8,0.2986925897457227,0.0124560881214647,0.1555743389335937,7,proximamente,OWN_PRODUCTION,print,false,836ae376-e714-4f55-96fd-d90487d91c30,Nivel 2
24,24,Adette Shirt broadway ,mustand,Shirt,shirt,yellow,MAINSTREAM,0.2,941.2,308.0,0.3350796810344249,0.0080057840343639,0.1715427325343944,9,proximamente,MAINSTREAM,alerts,false,a03d2b4e-f7cf-4b5d-8aa8-5527c252cc2a,Nivel 2
25,25,Adina Jeans button,blue_dark,Jean,jean,blue,MAINSTREAM,0.4,677.6,193.6,0.2938915579958819,0.0057636201250372,0.1664381165700642,7,proximamente,MAINSTREAM,detail,40,0f5a861d-7087-4790-bad0-a04acfe12e8a,Nivel 1
26,26,Adina Jeans button,orange,Jean,jean,orange,MAINSTREAM,0.6,659.8,180.4,0.2630586809667938,0.0056122145196274,0.1549651744776078,7,proximamente,MAINSTREAM,detail,40,1089c6bc-b017-4159-835c-1c407cf81c1a,Nivel 1
34,34,Agnes T-shirt off ,ecru,Tshirt,tshirt,brown,NO_MAINSTREAM,0.3333333333333333,297.0,117.33333333333331,0.4236772486772486,0.0025262620677922,0.2992625828737766,9,proximamente,NO_MAINSTREAM,adventurous,false,14dfb9bf-621f-4fab-9abd-bd608c848676,Nivel 2
45,45,Aida Pant camo,green_dark,Pant,pant,green,MAINSTREAM,0.8333333333333334,2235.833333333333,550.0,0.2725897205280096,0.0190178482825103,0.1608695314001525,8,disponible,MAINSTREAM,composition,false,05580bda-2b38-4db4-9194-b48b0511fbb3,Nivel 1
78,78,Alana Pant ancle ,blue_dark,Pant,pant,blue,NO_MAINSTREAM,0.5,621.5,181.5,0.3358108108108108,0.0052864372900097,0.2263775803724449,7,disponible,NO_MAINSTREAM,application,true,30d18689-0e3c-4f6e-8449-b38f571b98dc,Nivel 1
80,80,Alba Dress light,blue_light,Dress,dress,blue,WHOLE_SALE,0.3333333333333333,462.0,205.33333333333331,0.426497113997114,0.0039297409943435,0.2809658392821164,9,proximamente,WHOLE_SALE,application,false,0c88a60f-18b5-49a4-be98-895b64aa5b41,Nivel 1
85,85,Alejandra Shirt woven ,blue_light,Shirt,shirt,blue,MAINSTREAM,0.6666666666666666,542.6666666666666,139.33333333333334,0.2659034792368125,0.0046158862473241,0.1352596827420683,9,disponible,MAINSTREAM,detail,false,06f904c1-02de-449a-bc18-0012f7c2d695,Nivel 2
87,87,Alexa Cardigan soft ,black,Sweater,sweater,black,WHOLE_SALE,0.5,3848.5,1528.5,0.3940803252292997,0.0327350827201973,0.2134077039747485,8,disponible,WHOLE_SALE,composition,false,ca5794b3-887c-4820-a828-ec5004214fb1,Nivel 2
91,91,Alexa Jacket soya ,blue_dark,Jacket,jacket,blue,MAINSTREAM,3.0,605.0,176.0,0.2840200063765344,0.0051460893973546,0.166646368871513,8,disponible,MAINSTREAM,detail,false,0801cc1e-e496-4f6f-82c9-1296af2c341b,Nivel 3
92,92,Alexa Jeans milan ,gray_light,Jean,jean,gray,PREMIUM,1.8,875.2,325.6,0.3775823602066657,0.0074443924637434,0.2310803642586739,9,proximamente,PREMIUM,detail,false,311833aa-6f0c-4e63-b728-903f8416e3b5,Nivel 1
94,94,Alexa Jeans slim ,black,Jean,jean,black,PREMIUM,8.4,501.6,176.0,0.2910403322168028,0.0042665759367158,0.1582273918983899,8,proximamente,PREMIUM,composition,false,1954a311-e35a-4b1c-9587-8791fbc9543c,Nivel 1
95,95,Alexa Jeans slim ,blue_petrol,Jean,jean,blue,PREMIUM,4.2,528.0,242.0,0.4487619047619048,0.004491132564964,0.2923959511759452,8,proximamente,PREMIUM,composition,false,0ad48dd9-a4c5-454a-ba62-8e4fd93e9349,Nivel 1
96,96,Alexa Jeans slim ,brown,Jean,jean,brown,PREMIUM,8.8,444.4,184.8,0.3359848484848485,0.0037800365755114,0.2113151960424213,8,proximamente,PREMIUM,composition,false,58586013-d759-4186-8eaa-1485e08d2536,Nivel 1
97,97,Alexa Jeans slim ,crimson,Jean,jean,red,PREMIUM,4.2,624.8,206.8,0.3821578421578421,0.0053145068685408,0.2425779499849163,7,disponible,PREMIUM,composition,false,32d97514-b0da-4361-af7f-1509569e71fc,Nivel 1
99,99,Alexa Jeans slim ,green_light,Jean,jean,green,PREMIUM,2.4,664.2,222.2,0.3767441096380159,0.0056496406243354,0.2322468866808983,7,proximamente,PREMIUM,composition,false,0aa3e12d-45fb-41f7-bf4b-ba61d1f6eaad,Nivel 1
100,100,Alexa Jeans slim ,mustand,Jean,jean,yellow,PREMIUM,11.9,332.2,125.4,0.3394240537559503,0.0028256709054565,0.216766386877408,8,disponible,PREMIUM,composition,false,16269e73-d5d2-4365-a374-51c1174d7f41,Nivel 1
102,102,Alexa Jeans slim ,red,Jean,jean,red,PREMIUM,7.6,343.2,149.6,0.6069565217391305,0.0029192361672266,0.4197039657987533,8,proximamente,PREMIUM,composition,false,5d54aa78-3c60-4acb-805d-2e75332a7472,Nivel 1
103,103,Alexa Jeans slim ,yellow,Jean,jean,yellow,PREMIUM,1.0,294.8,101.2,0.2590802987861811,0.0025075490154382,0.1776081744099843,7,proximamente,PREMIUM,composition,false,2b445f46-5a95-4a73-898f-a71733b60d48,Nivel 1
113,113,Alice Top floral ,mandarine,Top,top,orange,NO_MAINSTREAM,0.25,874.5,396.0,0.4652341020265548,0.0074384383107217,0.2363362701686382,9,proximamente,NO_MAINSTREAM,detail,53,489f472e-8a0c-44f3-ba59-dcb2b159e0a8,Nivel 2
120,120,Alpaca Sweater femme ,blue_light,Sweater,sweater,blue,NO_MAINSTREAM,0.5,1627.5,506.0,0.3105356745943542,0.0138434057755284,0.1621895401849413,7,disponible,NO_MAINSTREAM,composition,59,9217d410-6e11-4c2a-926a-aa23087d2c07,Nivel 2
121,121,Alpaca Sweater femme ,crimson,Sweater,sweater,red,NO_MAINSTREAM,1.0,1737.3333333333333,520.6666666666666,0.3005206267043627,0.0147776407377479,0.1576491337210553,7,disponible,NO_MAINSTREAM,composition,59,6c4f4b71-3448-48b7-bb2d-231912a2f3e1,Nivel 2
122,122,Alpaca Sweater femme ,pink,Sweater,sweater,pink,NO_MAINSTREAM,0.3333333333333333,2265.0,572.0,0.2502071511276592,0.0192659379917492,0.1347365445597042,7,proximamente,NO_MAINSTREAM,composition,59,39bc047e-6942-42a2-8167-00d0c849e700,Nivel 2
129,129,Amadine Jumpsuit soft ,green,Jumpsuit,jumpsuit,green,NO_MAINSTREAM,0.6,1592.2,638.0,0.3970824591045074,0.0135431463445753,0.2053128027245414,9,disponible,NO_MAINSTREAM,detail,true,1e910439-b96c-48b7-a2a6-9275b004b8b5,Nivel 1
131,131,Amali Tshirt numph ,blue_dark,Tshirt,tshirt,blue,PREMIUM,0.25,1149.25,440.0,0.3938200609084429,0.0097754433717517,0.2017977521400973,8,proximamente,PREMIUM,style,false,6005747c-265d-49c8-9609-625d78ba348e,Nivel 2
133,133,Amanda Jacket paris ,blue_dark,Jacket,jacket,blue,WHOLE_SALE,17.75,385.0,104.5,0.241025641025641,0.0032747841619529,0.161175637154351,8,disponible,WHOLE_SALE,composition,false,08b59e26-fca2-48f3-ba26-14ba71bcfa7e,Nivel 3
134,134,Amanda Jacket paris ,khaki,Jacket,jacket,brown,WHOLE_SALE,3.6,743.4,246.4,0.3592152793525791,0.00632331050908,0.2077505818784756,8,disponible,WHOLE_SALE,composition,false,02cb3ff1-3754-436e-bffd-54d402270c45,Nivel 3
135,135,Amanda Short woven ,black,Short,short,black,NO_MAINSTREAM,0.6666666666666666,564.6666666666666,278.6666666666667,0.534123175586024,0.0048030167708643,0.3344002371478667,9,proximamente,NO_MAINSTREAM,detail,42,00e54d57-8009-4741-a5fe-982678a792cf,Nivel 1
136,136,Amanda Short woven ,blue_dark,Short,short,blue,NO_MAINSTREAM,0.75,830.5,396.0,0.4776280323450135,0.0070641772636413,0.2423461048043274,9,disponible,NO_MAINSTREAM,detail,42,5a9ba79f-364c-4234-b04c-189fd834ef2e,Nivel 1
139,139,Amanda Short woven ,mandarine,Short,short,orange,NO_MAINSTREAM,0.1666666666666666,278.6666666666667,135.66666666666666,0.5234240626074992,0.0023703199648421,0.3931606269468349,9,proximamente,NO_MAINSTREAM,detail,42,16f6d32a-daf6-4bdf-91a3-cd5271b8d0a0,Nivel 1
145,145,Amara Sweater ls ,black,Sweater,sweater,black,MAINSTREAM,0.5,773.5,330.0,0.4204787540246861,0.0065793390890145,0.247278564367453,8,proximamente,MAINSTREAM,composition,false,22834ccd-187a-499c-8fc7-93f89a6c4837,Nivel 2
147,147,Amara Sweater ls ,brown,Sweater,sweater,brown,MAINSTREAM,0.1666666666666666,894.3333333333334,297.0,0.3641012995428443,0.0076071393130041,0.2243419708845652,8,proximamente,MAINSTREAM,composition,false,4515123b-8be5-4360-96c0-84caf44336f7,Nivel 2
162,162,Amatista Short cerise,blue_light,Short,short,blue,WHOLE_SALE,0.3333333333333333,322.6666666666667,234.66666666666663,0.7435897435897436,0.0027445810119224,0.4978864665155227,9,proximamente,WHOLE_SALE,detail,true,72dfc7fc-8f53-4581-b257-74ab995ea0d6,Nivel 1
165,165,Ambrose Dress ward,white,Dress,dress,white,OWN_PRODUCTION,0.2,1271.0,264.0,0.2316340253583826,0.0108110407008888,0.1212225330296357,7,proximamente,OWN_PRODUCTION,adventurous,false,4411bcee-e474-4a95-8813-3f7d901311eb,Nivel 1
167,167,Amina Pant phase ,gray_light,Pant,pant,gray,NO_MAINSTREAM,0.2,158.4,61.6,0.4157142857142857,0.0013473397694892,0.3121225492280866,9,proximamente,NO_MAINSTREAM,composition,100,289af733-5a34-4e9f-9f56-dd6c4484be4f,Nivel 1
170,170,Amsterdam T-shirt wardrobe ,black,Tshirt,tshirt,black,OWN_PRODUCTION,10.5,517.0,242.0,0.4692028985507246,0.0043975673031939,0.2368002329269593,8,disponible,OWN_PRODUCTION,adventurous,false,669ee3cd-3f2a-44ef-923d-906b149bb5c3,Nivel 2
171,171,Amsterdam T-shirt wardrobe ,blue_dark,Tshirt,tshirt,blue,OWN_PRODUCTION,4.5,308.0,110.0,0.3801169590643274,0.0026198273295623,0.2857426761306362,8,disponible,OWN_PRODUCTION,adventurous,false,1fbcbc58-4e89-4c9b-88e5-53a1b68d95e2,Nivel 2
172,172,Amsterdam T-shirt wardrobe ,khaki,Tshirt,tshirt,brown,OWN_PRODUCTION,3.333333333333333,1488.0,432.6666666666667,0.2896597216575639,0.0126568281376259,0.1511582748975949,8,disponible,OWN_PRODUCTION,adventurous,false,41eb6d02-5b4b-4802-863a-8172755cc674,Nivel 2
179,179,Andalo Jacket long,black,Jacket,jacket,black,MAINSTREAM,17.0,190.66666666666663,66.0,0.2407407407407407,0.0016217978706814,0.1809610050232259,8,disponible,MAINSTREAM,closing,63,1ebb8439-38f1-4c4c-a4bd-900725550a91,Nivel 3
180,180,Andalo Jacket long,green_dark,Jacket,jacket,green,MAINSTREAM,10.75,33.0,16.5,0.4166666666666666,0.0002806957853102,0.3125701739463276,8,disponible,MAINSTREAM,closing,63,5205b66f-9a20-422c-8956-df508e342915,Nivel 3
203,203,Anna T-shirt oneck,black,Tshirt,tshirt,black,MAINSTREAM,0.2857142857142857,587.7142857142857,194.8571428571429,0.3551093488981688,0.0049990582717159,0.2324235711351057,7,proximamente,MAINSTREAM,application,17,0a8457e4-97ec-4df9-8720-eff1e7f1b7e5,Nivel 2
204,204,Anna T-shirt oneck,blue_dark,Tshirt,tshirt,blue,MAINSTREAM,0.4285714285714285,452.57142857142856,191.7142857142857,0.4137773775931671,0.0038495421985406,0.2651208734528474,7,proximamente,MAINSTREAM,application,17,109abd60-8118-46ae-bf4f-4d56ff681508,Nivel 2
208,208,Annah Top nude ,ecru,Top,top,brown,OWN_PRODUCTION,0.3333333333333333,447.3333333333333,271.3333333333333,0.6150537634408603,0.0038049873119834,0.4089615490675714,9,proximamente,OWN_PRODUCTION,application,66,27860d48-cbd8-4e33-b35c-d360bd5c38ab,Nivel 2
211,211,Annan Dress cerise,rust,Dress,dress,orange,WHOLE_SALE,0.25,1676.75,473.0,0.2940750528151631,0.0142623229702717,0.1541686878927174,8,proximamente,WHOLE_SALE,detail,false,6c186926-c978-4d2a-8428-b3e92727a806,Nivel 1
233,233,Araxas Cardigan colors ,blue_light,Sweater,sweater,blue,WHOLE_SALE,2.5,3397.5,924.0,0.2688121436756603,0.0288989069876238,0.1488555253316421,7,disponible,WHOLE_SALE,composition,false,84ca5a5f-357d-4d94-a6a6-fc544d328cfb,Nivel 2
234,234,Araxas Cardigan colors ,blue_petrol,Sweater,sweater,blue,WHOLE_SALE,3.5,3397.5,803.0,0.2369230106103512,0.0288989069876238,0.1329109587989875,7,disponible,WHOLE_SALE,composition,false,5740bc9a-a946-47a0-b975-18927f06316c,Nivel 2
235,235,Araxas Cardigan colors ,fuchsia,Sweater,sweater,pink,WHOLE_SALE,2.0,1891.0,484.0,0.2515323242461709,0.0160847190915663,0.1338085216688686,7,disponible,WHOLE_SALE,composition,false,4d204253-6440-4546-9b42-2e48baaa1a7c,Nivel 2
240,240,Ariel Top cerise,green_light,Top,top,green,WHOLE_SALE,4.666666666666667,923.6666666666666,381.3333333333333,0.4012350085495466,0.0078566466777243,0.2045458276136355,9,proximamente,WHOLE_SALE,style,false,4c02a2dc-4a4a-460e-89e3-8adcd77294a6,Nivel 2
245,245,Arya Cardigan maxi ,black,Sweater,sweater,black,MAINSTREAM,0.1666666666666666,1121.6666666666667,469.3333333333333,0.4066527832834406,0.0095408213895859,0.2080968023365132,8,proximamente,MAINSTREAM,composition,60,469550f9-c121-4689-a178-d2bada3fcb12,Nivel 2
251,251,Asmine Jacket soya ,blue_dark,Jacket,jacket,blue,MAINSTREAM,8.666666666666666,135.66666666666666,33.0,0.2416564916564916,0.001153971561831,0.1815308616328265,8,disponible,MAINSTREAM,sleeve,56,08e24d53-67fa-4096-80e7-1fea67a4a678,Nivel 3
253,253,Aster Top blue ,blue_dark,Top,top,blue,WHOLE_SALE,0.125,1028.125,613.25,0.6111506851921138,0.0087451622506698,0.3099479237213918,7,proximamente,WHOLE_SALE,application,false,006d8f35-cac2-4837-a749-483008a652b0,Nivel 2
256,256,Aster Top blue ,green,Top,top,green,WHOLE_SALE,2.75,643.5,280.5,0.4350757575757575,0.0054735678135499,0.2461759814686653,7,disponible,WHOLE_SALE,application,false,6ad90593-db52-432b-8126-37e58581f3d9,Nivel 2
261,261,Atelier Sweatshirt nathael ,beige,Sweater,sweater,beige,WHOLE_SALE,0.3333333333333333,953.3333333333334,425.3333333333333,0.4504611330698287,0.0081089893534073,0.229285061211618,9,proximamente,WHOLE_SALE,adventurous,false,901f68a1-5ac8-48df-a7ff-8c03abbcb6a2,Nivel 2
268,268,Athlei Coat padded ,blue_dark,Jacket,jacket,blue,NO_MAINSTREAM,9.857142857142858,66.0,28.285714285714285,0.1792207792207792,0.0005613915706205,0.1345559323082395,8,disponible,NO_MAINSTREAM,application,false,11d1816b-51a7-45f5-82bf-14016f10ef4d,Nivel 3
277,277,Aurore Sweater stripes ,red,Sweater,sweater,red,WHOLE_SALE,1.0,2617.0,968.0,0.3691503724983727,0.0222600263683919,0.1957051994333823,8,disponible,WHOLE_SALE,composition,67,3fb6e454-b685-46a1-91d8-e3a04e92ddf7,Nivel 2
278,278,Aurore Sweater stripes ,rust,Sweater,sweater,orange,WHOLE_SALE,21.0,1605.5,484.0,0.283926100413018,0.0136562752519882,0.1487911878325031,8,disponible,WHOLE_SALE,composition,67,48c5d18c-3d6e-4dbc-b4e3-be81003fc5b5,Nivel 2
302,302,Bamburg Scarf cahier ,blue_light,Foulard,foulard,blue,OWN_PRODUCTION,1.0,242.0,88.0,0.3636363636363636,0.0020584357589418,0.2732418816670082,9,disponible,OWN_PRODUCTION,application,big,02342a9a-ce65-452d-bfae-882d3db49bfe,Nivel 3
303,303,Bamburg Scarf cahier ,coral,Foulard,foulard,orange,OWN_PRODUCTION,1.0,484.0,198.0,0.4090909090909091,0.0041168715178837,0.2066038903043964,9,disponible,OWN_PRODUCTION,application,big,87f1b6cd-fa2d-431a-b964-be80c9f6b650,Nivel 3
304,304,Bamburg Scarf cahier ,yellow,Foulard,foulard,yellow,OWN_PRODUCTION,56.0,88.0,66.0,0.75,0.0007485220941606,0.5626871305235401,9,disponible,OWN_PRODUCTION,application,big,a7b41d9c-9cef-4c46-8d0d-b7dac0779ac6,Nivel 3
305,305,Bamburg Scarf cahier ,yellow_light,Foulard,foulard,yellow,OWN_PRODUCTION,26.0,264.0,154.0,0.5833333333333334,0.002245566282482,0.4380613915706205,9,disponible,OWN_PRODUCTION,application,big,6f3f693a-c067-43f6-962f-86565e7a455f,Nivel 3
306,306,Banda Pant shine,black,Pant,pant,black,NO_MAINSTREAM,10.0,209.0,77.0,0.3666666666666667,0.0017777399736316,0.2754444349934079,7,disponible,NO_MAINSTREAM,alerts,false,6dce7f33-3299-43ab-84d3-7f64e529fba3,Nivel 1
307,307,Banda Pant shine,brown,Pant,pant,brown,NO_MAINSTREAM,11.5,242.0,66.0,0.2478632478632478,0.0020584357589418,0.1864120448371714,7,disponible,NO_MAINSTREAM,alerts,false,06b761db-d523-495e-9e1e-04249546ddf4,Nivel 1
309,309,Baranya Shorts fit ,strawberry,Short,short,pink,MAINSTREAM,0.2,484.0,303.6,0.6299767588733106,0.0041168715178837,0.380887396565205,9,proximamente,MAINSTREAM,detail,false,06c41f42-87fe-4790-8494-4a32daff6869,Nivel 1
321,321,Basic Shirt colors ,black,Shirt,shirt,black,WHOLE_SALE,8.25,808.25,327.125,0.1569739696912989,0.0068749202568791,0.081924444974089,9,proximamente,WHOLE_SALE,application,50,0f741379-3304-4d45-992f-c4aa3e4be974,Nivel 2
322,322,Basic Shirt colors ,blue_dark,Shirt,shirt,blue,WHOLE_SALE,1.5,580.0,264.0,0.319039095479916,0.0049334410751499,0.200826550780829,9,proximamente,WHOLE_SALE,application,50,0b320100-e369-4380-acb2-6e137c24227e,Nivel 2
325,325,Basic Shirt colors ,green_light,Shirt,shirt,green,WHOLE_SALE,0.3333333333333333,542.6666666666666,220.0,0.4026936026936027,0.0046158862473241,0.2036547444704634,9,proximamente,WHOLE_SALE,application,50,0efb1a56-56bd-4436-8cde-62b2e944663f,Nivel 2
330,330,Bat Shirt cotton ,blue_dark,Shirt,shirt,blue,NO_MAINSTREAM,0.6666666666666666,762.6666666666666,234.66666666666663,0.3134903258242916,0.0064871914827258,0.1599887586535087,9,proximamente,NO_MAINSTREAM,application,false,121b5980-892f-48a8-85f6-a1708ba4d5e4,Nivel 2
333,333,Beach Top alcas ,green_light,Top,top,green,NO_MAINSTREAM,0.3333333333333333,755.3333333333334,374.0,0.4955882352941176,0.0064248146415458,0.2510065249678317,9,proximamente,NO_MAINSTREAM,application,false,1da05c06-7341-4b0c-981e-2c3583440bb9,Nivel 2
339,339,Beckett Top floral ,blue_dark,Top,top,blue,OWN_PRODUCTION,0.6,1715.2,836.0,0.4837270029273258,0.0145893760898226,0.2491581895085742,9,disponible,OWN_PRODUCTION,adventurous,61,042341c6-3c79-463a-94f7-690a57c87bcd,Nivel 2
342,342,Bele Scarf closet ,blue_dark,Foulard,foulard,blue,OWN_PRODUCTION,2.0,2705.0,968.0,0.3578558225508318,0.0230085484625526,0.1904321855066922,9,disponible,OWN_PRODUCTION,application,casual,6bc7d45a-e26e-45ab-b958-ef1b043e47e3,Nivel 3
343,343,Bell Tshirt desert ,black,Tshirt,tshirt,black,NO_MAINSTREAM,7.166666666666667,319.0,132.0,0.4977124183006536,0.0027133925913324,0.3568822465475225,9,disponible,NO_MAINSTREAM,sleeve,49,11047037-fe09-4f06-a89e-a58c419f5776,Nivel 2
346,346,Bella Pant leo ,blue_dark,Pant,pant,blue,MAINSTREAM,6.0,1790.2,563.2,0.3204107205276688,0.0152273210564368,0.1678190207920528,8,proximamente,MAINSTREAM,style,false,4e4bc9fb-0707-45e4-813a-c533c4ec8904,Nivel 1
347,347,Bella Tshirt navy ,blue_dark,Tshirt,tshirt,blue,NO_MAINSTREAM,5.8,246.4,83.6,0.3568542568542568,0.0020958618636498,0.2681646581066051,7,disponible,NO_MAINSTREAM,composition,false,1b66a9a9-fe1e-41e5-b2c7-f99fe5c18feb,Nivel 2
348,348,Belle Pant soft ,black,Pant,pant,black,NO_MAINSTREAM,0.2,725.8,176.0,0.2730944280302017,0.0061736060902479,0.1729758939984101,8,proximamente,NO_MAINSTREAM,adventurous,false,0de524d9-8e8e-4bbc-91cd-5a3c178466df,Nivel 1
349,349,Belle Top bobble ,blue_dark,Top,top,blue,MAINSTREAM,1.6666666666666667,62.333333333333336,33.0,0.4166666666666667,0.0005302031500304,0.3126325507875076,9,proximamente,MAINSTREAM,composition,false,49026bf1-40b1-42f4-9665-ffa03c142d83,Nivel 2
350,350,Belma Pant fit ,black,Pant,pant,black,MAINSTREAM,0.2,550.0,286.0,0.5162049335863378,0.0046782630885042,0.3101609025521107,9,proximamente,MAINSTREAM,detail,40,06de34d2-f380-43bc-bf52-2310d4cebed8,Nivel 1
353,353,Bendi Pant regular ,black,Pant,pant,black,MAINSTREAM,0.2,492.8,162.8,0.2682926829268293,0.0041917237272997,0.1701910826704065,9,proximamente,MAINSTREAM,detail,false,399b0fa1-a153-4582-8031-f7bdf2bdd67b,Nivel 1
356,356,Bengalin Pant lindex ,black,Pant,pant,black,MAINSTREAM,0.4,228.8,74.8,0.253560606060606,0.0019461574448177,0.190656993906659,9,proximamente,MAINSTREAM,composition,true,23441971-1567-4dfc-8796-1eb359496257,Nivel 1
358,358,Bentley Shirt comfort,blue_dark,Shirt,shirt,blue,MAINSTREAM,0.2,497.2,303.6,0.6262208753134342,0.0042291498320078,0.3795376182228175,9,proximamente,MAINSTREAM,application,false,01e3465a-5a17-49d9-81e8-ef679ec24b96,Nivel 2
365,365,Berry Jeans high ,black,Jean,jean,black,PREMIUM,18.6,1156.8,404.8,0.2917510966199846,0.0098396631650576,0.1506831015783969,8,disponible,PREMIUM,composition,false,20b4acb0-fd55-47e4-b806-ec9da7117d81,Nivel 1
366,366,Berry Jeans high ,blue,Jean,jean,blue,PREMIUM,1.6,1016.0,475.2,0.3661932927607974,0.0086420278144005,0.2060553819734748,9,proximamente,PREMIUM,composition,false,1a1afa64-95aa-45ac-b063-fd2430b9fc2f,Nivel 1
367,367,Berry Jeans high ,blue_dark,Jean,jean,blue,PREMIUM,3.2,1834.2,528.0,0.3205673461462114,0.0156015821035172,0.1680844641248643,8,proximamente,PREMIUM,composition,false,1382e786-4b1c-4400-ac01-c0fbe3932ef3,Nivel 1
368,368,Berry Jeans high ,grey,Jean,jean,gray,PREMIUM,7.4,1649.2,638.0,0.3789527482974842,0.0140279845192021,0.1964903664083432,8,proximamente,PREMIUM,composition,false,02b7251e-b173-42ec-8cd0-07e71326480d,Nivel 1
369,369,Berta Scarf closet ,blue_petrol,Foulard,foulard,blue,OWN_PRODUCTION,2.0,3211.0,1363.0,0.4244783556524447,0.0273125505039765,0.2258954530782106,9,disponible,OWN_PRODUCTION,adventurous,boho,15a5c26c-8b31-4eee-89b1-70b091e08750,Nivel 3
377,377,Bibla Top closet,black,Top,top,black,OWN_PRODUCTION,1.2,862.4,413.6,0.4630952380952381,0.0073355165227746,0.2493046045450034,9,proximamente,OWN_PRODUCTION,composition,false,1226ae72-31ca-4573-8f58-ed9d0eb480ac,Nivel 2
380,380,Billary Top closet,black,Top,top,black,OWN_PRODUCTION,0.6,638.0,365.2,0.5790275215777367,0.0054267851826649,0.3523963291928301,9,proximamente,OWN_PRODUCTION,composition,62,4ed53598-1f7b-4a0a-ad73-fc9c90a1dd4f,Nivel 2
381,381,Billass Top closet ,black,Top,top,black,OWN_PRODUCTION,0.2,968.0,479.6,0.5034759545136904,0.0082337430357674,0.2558548487747288,9,proximamente,OWN_PRODUCTION,adventurous,true,0f2fa3f0-0628-4538-ae49-32f7ec5d04ef,Nivel 2
383,383,Billia Jacket closet,black,Jacket,jacket,black,OWN_PRODUCTION,0.2,897.6,343.2,0.3711458591790245,0.0076349253604389,0.1893903922697317,9,proximamente,OWN_PRODUCTION,adventurous,60,23ea1b86-1de1-418b-a3d3-42d4f481fe0c,Nivel 3
384,384,Billia Skirt closet ,black,Skirt,skirt,black,OWN_PRODUCTION,0.2,1086.8,532.4,0.4935600265534865,0.0092442478628843,0.2514021372081854,9,proximamente,OWN_PRODUCTION,alerts,false,4141cbd1-3756-47fa-a28b-b137d015fcc8,Nivel 1
385,385,Billia Top closet ,black,Top,top,black,OWN_PRODUCTION,0.4,827.2,431.2,0.5209627125348009,0.0070361076851103,0.2639994101099556,9,proximamente,OWN_PRODUCTION,alerts,59,208c1eac-37b8-4df8-8abe-ba93fdbcc4f3,Nivel 2
395,395,Biston Parka difusion ,black,Jacket,jacket,black,MAINSTREAM,7.25,0.0,0.0,0.0,0.0,0.0,8,disponible,MAINSTREAM,adventurous,false,1744117f-11ad-4c38-a11a-23e57e740c96,Nivel 3
396,396,Biston Parka difusion ,blue_dark,Jacket,jacket,blue,MAINSTREAM,11.25,0.0,0.0,0.0,0.0,0.0,8,disponible,MAINSTREAM,adventurous,false,275257fc-41f6-46f9-ba96-41dd836fcb93,Nivel 3
397,397,Biston Parka difusion ,grey,Jacket,jacket,gray,MAINSTREAM,11.0,22.0,5.5,0.125,0.0001871305235401,0.093796782630885,8,disponible,MAINSTREAM,adventurous,false,0f59b2f0-50a8-4a70-b60c-7a77725dcc6d,Nivel 3
398,398,Biston Parka difusion ,khaki,Jacket,jacket,brown,MAINSTREAM,9.25,22.0,5.5,0.125,0.0001871305235401,0.093796782630885,8,disponible,MAINSTREAM,adventurous,false,15bd2787-846d-4913-b334-1f8d107af3bb,Nivel 3
429,429,Bocanna Bag cow ,khaki,Bag,bag,brown,OWN_PRODUCTION,1.0,6070.0,1385.0,0.2281713344316309,0.0516310126313103,0.1399011735314706,8,disponible,OWN_PRODUCTION,application,leather,ace9739f-3b63-428a-80e9-ce1054293aa0,Nivel 3
445,445,Bomber Jacket miniprint ,blue_dark,Jacket,jacket,blue,OWN_PRODUCTION,0.2,3114.0,1315.2,0.4457124356631889,0.0264874750138221,0.2360999553385055,8,proximamente,OWN_PRODUCTION,adventurous,false,222b54fc-426c-4821-919e-4d28ba85bd23,Nivel 3
448,448,Bona Jeans colors ,red,Jean,jean,red,WHOLE_SALE,1.0,629.2,316.8,0.5288962716869694,0.0053519329732488,0.3282813344995473,9,proximamente,WHOLE_SALE,application,false,7580a504-d893-44f1-8618-4bd8f17cd3e9,Nivel 1
462,462,Bristol Bag crochet ,coral,Bag,bag,orange,OWN_PRODUCTION,2.0,3453.0,1385.0,0.401100492325514,0.0293709862629183,0.2152357392942162,9,disponible,OWN_PRODUCTION,adventurous,automatic,00e19187-d503-44f1-bdc5-747cc7608772,Nivel 3
463,463,Bristol Bag crochet ,garnet,Bag,bag,red,OWN_PRODUCTION,4.0,4090.0,1253.0,0.3063569682151589,0.0347892655126951,0.170573116863927,9,disponible,OWN_PRODUCTION,adventurous,automatic,179915f5-26fd-4d85-b7b9-81111061ceb3,Nivel 3
