,index,title,specific_color,type2,specific_type,color,tipo_marca,stock,envios,ventas,satisfaction,tasa_mercado,interest,season,disponibilidad,marca,feature_name,feature_value,variant_id,nivel_prenda
2674,2675,Medos Tshirt slub ,pink,Tshirt,tshirt,pink,NO_MAINSTREAM,10.0,1341.0,418.0,0.3117076808351976,0.0114064560030621,0.1615570684191298,7,disponible,NO_MAINSTREAM,adventurous,false,557dafc2-6e55-49a9-8d42-18632eeda17c,Nivel 2
2679,2680,Mejh Top lace,beige,Top,top,beige,OWN_PRODUCTION,1.0,1100.0,352.0,0.32,0.0093565261770084,0.1646782630885042,9,disponible,OWN_PRODUCTION,adventurous,false,81154f37-08d1-4e67-b105-3e721dc8d993,Nivel 2
2681,2682,Mejh Top lace,blue_dark,Top,top,blue,OWN_PRODUCTION,1.4,585.2,286.0,0.4832258064516129,0.0049776719261685,0.2639146086653505,9,disponible,OWN_PRODUCTION,adventurous,false,06b3123e-471f-4520-ab33-2ce20b0fb0a4,Nivel 2
2682,2683,Mejh Top lace,coral,Top,top,orange,OWN_PRODUCTION,0.2,1552.6,739.2,0.4704061247571777,0.013206311402203,0.2418062180796903,9,proximamente,OWN_PRODUCTION,adventurous,false,0523b86a-8aac-43f6-9b3c-8c1f1c9beaa5,Nivel 2
2698,2699,Merida Short pocket ,rust,Short,short,orange,NO_MAINSTREAM,0.6,1007.4,545.6,0.5452197690260642,0.0085688767915621,0.2768943229088131,9,proximamente,NO_MAINSTREAM,detail,false,192e743f-f9b0-481f-9d41-83b8a589b085,Nivel 1
2709,2710,Mia Skirt denim ,blue,Skirt,skirt,blue,NO_MAINSTREAM,0.25,748.0,280.5,0.4166650620968519,0.0063624378003657,0.2748677753188045,9,proximamente,NO_MAINSTREAM,composition,false,03923d74-2890-463e-9737-1274e2933588,Nivel 1
2712,2713,Mia Tshirt soft ,brick,Tshirt,tshirt,brown,NO_MAINSTREAM,0.25,379.5,148.5,0.2785714285714286,0.0032280015310679,0.1541171373282864,9,proximamente,NO_MAINSTREAM,application,false,7dbbee87-2f75-4448-b2c0-21b11a161d5e,Nivel 2
2714,2715,Mia Tshirt soft ,green_light,Tshirt,tshirt,green,NO_MAINSTREAM,0.75,396.0,187.0,0.4914366883116883,0.003368349423723,0.3429455761657961,9,proximamente,NO_MAINSTREAM,application,false,0743d1f3-03f8-49af-b26b-9dfc0a095838,Nivel 2
2715,2716,Mida Jeans gj,blue,Jean,jean,blue,NO_MAINSTREAM,0.1666666666666666,1785.1666666666667,557.3333333333334,0.3390840180582602,0.0151845078608996,0.1771342629595799,8,proximamente,NO_MAINSTREAM,composition,false,59134d46-7725-4537-bcb5-6be7b6174ac0,Nivel 1
2719,2720,Mila Sweater round ,blue_dark,Sweater,sweater,blue,NO_MAINSTREAM,0.3333333333333333,377.6666666666667,234.66666666666663,0.6343448490507314,0.0032124073207729,0.4506441611079284,9,proximamente,NO_MAINSTREAM,application,false,024c2b6b-d231-47c3-88b5-98ba850dcf14,Nivel 2
2720,2721,Mila Sweater round ,salmon,Sweater,sweater,orange,NO_MAINSTREAM,0.1666666666666666,542.6666666666666,341.0,0.6421321733821733,0.0046158862473241,0.4045197656842678,9,proximamente,NO_MAINSTREAM,application,false,58519066-c90c-472c-82c4-3c0ad1106134,Nivel 2
2721,2722,Mila Sweater round ,yellow,Sweater,sweater,yellow,NO_MAINSTREAM,0.1666666666666666,520.6666666666666,315.3333333333333,0.6025712792954172,0.004428755723784,0.377298941122457,9,proximamente,NO_MAINSTREAM,application,false,4c2dfd6d-0e9c-434b-b423-50c4680315c2,Nivel 2
2722,2723,Mila T-shirt stripe,white,Tshirt,tshirt,white,PREMIUM,1.0,462.0,154.0,0.3333333333333333,0.0039297409943435,0.2509824352485859,7,disponible,PREMIUM,adventurous,false,69f72853-8bb8-4563-998c-41a4a5097444,Nivel 2
2724,2725,Milano Dress solid ,blue_dark,Dress,dress,blue,NO_MAINSTREAM,0.2,497.2,171.6,0.4187185172551027,0.0042291498320078,0.2695059473065413,8,proximamente,NO_MAINSTREAM,composition,false,2991546c-2969-42ca-8cea-d1c89cb39a28,Nivel 1
2725,2726,Milda Jacket path ,black,Jacket,jacket,black,NO_MAINSTREAM,0.2,594.0,171.6,0.298067804646752,0.0050525241355845,0.1803648495186938,8,proximamente,NO_MAINSTREAM,style,false,479ae26c-9551-47ce-92f3-435390ac0962,Nivel 3
2731,2732,Mina Top klein ,black,Top,top,black,WHOLE_SALE,0.0769230769230769,3034.923076923077,1417.5384615384614,0.4902920849410112,0.0258148520131253,0.2695379500568163,8,proximamente,WHOLE_SALE,adventurous,true,076e6125-cf6d-440e-99cb-e9b7224eee5d,Nivel 2
2732,2733,Mina Top klein ,blue_dark,Top,top,blue,WHOLE_SALE,0.0769230769230769,2821.692307692308,1454.8461538461538,0.5195159413678783,0.0240011254003513,0.2837201855307178,8,proximamente,WHOLE_SALE,adventurous,true,0edd7e0d-49ac-45ff-99d5-f636f20dd7a1,Nivel 2
2734,2735,Mina Top klein ,blue_turquoise,Top,top,blue,WHOLE_SALE,0.1666666666666666,1642.3333333333333,802.8333333333334,0.4952111651747927,0.0139695771133699,0.2545903711440813,7,proximamente,WHOLE_SALE,adventurous,true,306da07d-912e-4467-b93e-f46c12957fa5,Nivel 2
2736,2737,Mina Top klein ,green_dark,Top,top,green,WHOLE_SALE,0.0769230769230769,2063.769230769231,1079.3076923076924,0.519048688593188,0.0175542825736335,0.2772218645990562,8,proximamente,WHOLE_SALE,adventurous,true,07944dd3-6e63-4b9e-b758-3e7bed3be6b9,Nivel 2
2740,2741,Mina Top klein ,purple,Top,top,purple,WHOLE_SALE,0.4,1456.0,695.0,0.5000319496602273,0.0123846382852039,0.2869641878753793,9,proximamente,WHOLE_SALE,adventurous,true,12013b64-f2ee-402a-a9e5-0c8265bdd72a,Nivel 2
2749,2750,Miniflowers Shirt season ,ecru,Shirt,shirt,brown,WHOLE_SALE,0.25,1468.0,627.0,0.4282028697722014,0.0124867094798622,0.2203447896260318,8,proximamente,WHOLE_SALE,application,false,d0c4ba44-310b-4fc8-90a6-c6694cf22d7b,Nivel 2
2750,2751,Miniprint Jumpsuit maj ,green_dark,Jumpsuit,jumpsuit,green,WHOLE_SALE,2.0,0.0,0.0,0.0,0.0,0.0,9,disponible,WHOLE_SALE,adventurous,false,86c23edd-a60d-44ff-9a72-81ad963b6a21,Nivel 1
2764,2765,Mio Sweater naf ,khaki,Sweater,sweater,brown,NO_MAINSTREAM,0.2,967.6,453.2,0.4738659804042342,0.0082303406626121,0.2880610335913284,8,proximamente,NO_MAINSTREAM,composition,false,622afc64-c77c-4ba4-ba34-f0415ad4f55d,Nivel 2
2767,2768,Miou Sweater peak ,ecru,Sweater,sweater,brown,NO_MAINSTREAM,0.4,787.4,444.4,0.6090473960613358,0.0066975715561604,0.3807061372050689,8,proximamente,NO_MAINSTREAM,composition,false,1a229edb-cbe5-4e72-93bb-1ee936dbb58f,Nivel 2
2768,2769,Mira Cardigan short,black,Sweater,sweater,black,OWN_PRODUCTION,0.5,176.0,121.0,0.6746031746031746,0.0014970441883213,0.5063266419994613,9,disponible,OWN_PRODUCTION,application,59,9d7f5fd8-06bb-40d2-b50a-021ef667c9ad,Nivel 2
2769,2770,Mira Cardigan short,blue_dark,Sweater,sweater,blue,OWN_PRODUCTION,0.5,220.0,110.0,0.5,0.0018713052354016,0.3754678263088504,9,disponible,OWN_PRODUCTION,application,59,13bc8b22-7c77-4f60-b5db-ccef8b465194,Nivel 2
2770,2771,Mira Cardigan short,khaki,Sweater,sweater,brown,OWN_PRODUCTION,0.5,693.0,253.0,0.3607142857142857,0.0058946114915153,0.1833044486029005,9,disponible,OWN_PRODUCTION,application,59,c739460f-089f-4c77-915b-58eea2cb232e,Nivel 2
2774,2775,Mix Coat fabric,blue_dark,Jacket,jacket,blue,NO_MAINSTREAM,0.4,756.6,220.0,0.3641796393015905,0.0064355888232041,0.2338477887829829,8,proximamente,NO_MAINSTREAM,adventurous,60,04036a69-0809-45e2-8e4d-e8ed748d8bf8,Nivel 3
2786,2787,Moder Sweater knit ,blue_dark,Sweater,sweater,blue,NO_MAINSTREAM,3.8,171.6,57.2,0.2658263305322129,0.0014596180836133,0.199734652420063,8,disponible,NO_MAINSTREAM,composition,false,044b8b12-aa7a-48b1-9cea-b32f807e68eb,Nivel 2
2805,2806,Moon Jeans gj ,blue_dark,Jean,jean,blue,NO_MAINSTREAM,0.1666666666666666,1755.8333333333333,557.3333333333334,0.3175147531941916,0.0149350004961794,0.1662248768451855,8,proximamente,NO_MAINSTREAM,composition,false,30e5e6d5-ef81-4aa2-81e1-f9060e9e5e02,Nivel 1
2806,2807,Moon Jeans gj ,green_dark,Jean,jean,green,NO_MAINSTREAM,0.4,1284.2,356.4,0.2919372304870091,0.0109233190150129,0.1666932552953253,8,proximamente,NO_MAINSTREAM,composition,false,15913304-be62-45f7-9bd8-1edf5f357f6c,Nivel 1
2808,2809,Moon Skirt soft ,blue_dark,Skirt,skirt,blue,NO_MAINSTREAM,1.25,561.0,236.5,0.4230995792426367,0.0047718283502743,0.2139357037964555,9,disponible,NO_MAINSTREAM,composition,false,3f154166-89c0-445a-a1de-ec8f018c4210,Nivel 1
2809,2810,Moon Sweater dark ,blue_dark,Sweater,sweater,blue,NO_MAINSTREAM,0.6,528.0,136.4,0.2641609883715147,0.004491132564964,0.1644954757507835,8,proximamente,NO_MAINSTREAM,composition,false,29e172af-bfc9-4bd0-b2c6-66e5c31c9ae2,Nivel 2
2810,2811,Moon Top knot ,blue_dark,Top,top,blue,NO_MAINSTREAM,1.0,497.2,220.0,0.4658983957219251,0.0042291498320078,0.2865932427072428,9,disponible,NO_MAINSTREAM,adventurous,54,0bf176b5-2dbb-4e77-96aa-8086f96c5d91,Nivel 2
2811,2812,Moon Tshirt dark ,blue_dark,Tshirt,tshirt,blue,NO_MAINSTREAM,0.8333333333333334,1154.5,491.3333333333333,0.4172842040780808,0.0098200995194147,0.2467759851447288,9,proximamente,NO_MAINSTREAM,adventurous,53,14fa9e3b-d83a-44da-8f7c-5e734f907279,Nivel 2
2812,2813,Moon Tshirt oneck ,grey_blue,Tshirt,tshirt,blue,NO_MAINSTREAM,2.0,598.4,290.4,0.483075036075036,0.0050899502402926,0.2700764822984234,9,disponible,NO_MAINSTREAM,adventurous,false,10fae189-34c0-431b-ad32-6326517f6e0a,Nivel 2
2813,2814,Moon Tshirt oneck ,rust,Tshirt,tshirt,orange,NO_MAINSTREAM,1.6,616.0,268.4,0.4434267486899066,0.0052396546591247,0.2531027960982051,9,disponible,NO_MAINSTREAM,adventurous,false,0f618a86-867b-4a48-a3f6-00d970c83161,Nivel 2
2814,2815,Moon pant loose ,blue_dark,Pant,pant,blue,NO_MAINSTREAM,1.6,378.4,145.2,0.4862280835106922,0.0032186450048909,0.3230484377032506,9,disponible,NO_MAINSTREAM,composition,false,2c137112-b121-41d9-bd2e-227298d494d1,Nivel 1
2815,2816,Motts Pant jcz ,black,Pant,pant,black,WHOLE_SALE,0.3333333333333333,1517.0,594.0,0.3941498898154753,0.0129035001913834,0.2035266950034293,9,proximamente,WHOLE_SALE,detail,false,adcf9d8a-0a46-4077-aaf5-5ac0a6f13275,Nivel 1
2822,2823,Multi Sweater warehouse ,pink,Sweater,sweater,pink,MAINSTREAM,0.2,409.2,105.6,0.239102564102564,0.0034806277378471,0.1502109123758052,7,proximamente,MAINSTREAM,composition,false,2b51e8fb-0af9-426f-a448-7be74a9d015c,Nivel 2
2834,2835,Nairobi Skirt sage ,blue_turquoise,Skirt,skirt,blue,NO_MAINSTREAM,0.4,457.6,154.0,0.3413232600732601,0.0038923148896355,0.2105158950531457,7,proximamente,NO_MAINSTREAM,composition,false,0cf859a6-9954-42ad-9dd7-f1b5ec91c9b7,Nivel 1
2835,2836,Nala Cardigan nais,blue,Sweater,sweater,blue,WHOLE_SALE,1.0,3651.0,1517.0,0.4155026020268419,0.0310551609747799,0.2232788815008109,7,disponible,WHOLE_SALE,composition,67,255b1770-0522-41af-b646-d3571152dc95,Nivel 2
2836,2837,Nala Cardigan nais,fuchsia,Sweater,sweater,pink,WHOLE_SALE,9.0,4508.0,1781.0,0.395075421472937,0.0383447454599583,0.2167100834664476,7,disponible,WHOLE_SALE,composition,67,6c7f23dd-6dd5-48c5-861c-b991565c8316,Nivel 2
2837,2838,Nala Cardigan nais,green_light,Sweater,sweater,green,WHOLE_SALE,14.0,5410.0,1649.0,0.3048059149722735,0.0460170969251052,0.1754115059486894,7,disponible,WHOLE_SALE,composition,67,4b495303-bd36-4e20-b366-b9086587d089,Nivel 2
2838,2839,Nala Cardigan nais,yellow,Sweater,sweater,yellow,WHOLE_SALE,51.0,2287.0,902.0,0.3944031482291211,0.0194530685152894,0.2069281083722052,7,disponible,WHOLE_SALE,composition,67,230681c9-1fdc-46a8-bb4d-19f3222c5d03,Nivel 2
2861,2862,Naya Skirt fit ,beige,Skirt,skirt,beige,MAINSTREAM,0.1428571428571428,631.7142857142857,169.71428571428572,0.2995159602302459,0.0053733193187962,0.1871208156184818,7,proximamente,MAINSTREAM,adventurous,false,0ba117f4-54e0-4ef4-abfa-6084e3f4523d,Nivel 1
2867,2868,Nelly Cardigan bohck ,beige,Sweater,sweater,beige,OWN_PRODUCTION,0.3333333333333333,1341.3333333333333,564.6666666666666,0.4208048515246516,0.0114092913140248,0.2161070714193382,9,proximamente,OWN_PRODUCTION,application,62,211c0606-bac9-4b85-9642-93e0b306c37d,Nivel 2
2870,2871,Neo Shirt cahier,ecru,Shirt,shirt,brown,OWN_PRODUCTION,0.4,1266.8,272.8,0.2221705126473518,0.0107753157827584,0.1164729142150551,7,proximamente,OWN_PRODUCTION,composition,false,0e2bf65e-a55b-4e77-b35b-57acc64cd87a,Nivel 2
2875,2876,Nette Shirt street ,blue_dark,Shirt,shirt,blue,MAINSTREAM,0.3333333333333333,352.0,190.66666666666663,0.564442746795688,0.0029940883766427,0.4240805821909266,9,proximamente,MAINSTREAM,composition,false,4d607db2-8c5b-44f1-a992-44b3b26fae15,Nivel 2
2881,2882,Newport Scarf nude ,blue_petrol,Foulard,foulard,blue,OWN_PRODUCTION,1.0,3782.0,1935.0,0.5116340560549973,0.0321694381831327,0.271901747119065,9,disponible,OWN_PRODUCTION,adventurous,big,dbcc78a6-c7d8-4f87-a7f7-7d491ae60ea4,Nivel 3
2887,2888,Nial Cardigan knit,blue,Sweater,sweater,blue,WHOLE_SALE,1.0,4288.0,1100.0,0.2565298507462686,0.0364734402245566,0.1465016454854126,7,disponible,WHOLE_SALE,composition,54,82dcbd88-2b16-4d63-b867-9ed798f22039,Nivel 2
2890,2891,Nial Cardigan knit,red,Sweater,sweater,red,WHOLE_SALE,1.0,4596.0,1561.0,0.3396431679721497,0.0390932675541189,0.1893682177631343,7,disponible,WHOLE_SALE,composition,54,346a72a7-a007-4087-a518-c83108e2d3d3,Nivel 2
2895,2896,Nime Playsuit cerise,black,Jumpsuit,jumpsuit,black,WHOLE_SALE,0.6666666666666666,850.6666666666666,352.0,0.4497354497354497,0.0072357135768865,0.2758863103310855,9,proximamente,WHOLE_SALE,detail,false,782587ee-3f3b-4b05-8de6-a45a78136b51,Nivel 1
2896,2897,Nior Jeans garcia ,black,Jean,jean,black,NO_MAINSTREAM,0.3333333333333333,2991.0,682.0,0.2283804564098971,0.0254412452685748,0.1269108508392359,8,proximamente,NO_MAINSTREAM,composition,false,6aa5871e-63aa-4ce7-a7f1-5cf9a5de266d,Nivel 1
2904,2905,Nmboss Pant legging ,khaki,Pant,pant,brown,NO_MAINSTREAM,12.5,1599.75,665.5,0.4093085225594253,0.0136073661378811,0.2114579443486532,8,disponible,NO_MAINSTREAM,application,false,1a25b13c-27c1-433b-b8eb-b31108150f33,Nivel 1
2905,2906,Nmboss Pant legging ,red,Pant,pant,red,NO_MAINSTREAM,14.25,1786.75,671.0,0.3773551351672952,0.0151979755879726,0.1962765553776339,8,disponible,NO_MAINSTREAM,application,false,587e4d92-7a62-42ba-a7d6-7b36f8e66adf,Nivel 1
2907,2908,Nmcash Cardigan v-neck ,yellow,Sweater,sweater,yellow,NO_MAINSTREAM,0.5,1632.75,676.5,0.4138348423933932,0.0138880619231914,0.2138614521582923,8,disponible,NO_MAINSTREAM,composition,false,02f02d8d-daf3-419d-b982-be1c25b58232,Nivel 2
2909,2910,Nmdollie Jumpsuit sleeve ,black,Jumpsuit,jumpsuit,black,NO_MAINSTREAM,0.25,2836.75,863.5,0.3122806720160264,0.0241292051205715,0.168204938568299,8,proximamente,NO_MAINSTREAM,detail,52,56a18893-a6fe-4c00-91ed-a93c5936c257,Nivel 1
2910,2911,Nmgabi Coat noos ,beige,Jacket,jacket,beige,NO_MAINSTREAM,0.2,558.8,140.8,0.2600048508367693,0.0047531152979203,0.159579322409299,8,proximamente,NO_MAINSTREAM,adventurous,53,0c385bf6-a726-4ac9-9069-2fe1f9f15218,Nivel 3
2912,2913,Nmginger Jacket noisy ,yellow,Jacket,jacket,yellow,NO_MAINSTREAM,8.4,61.6,13.2,0.1166666666666666,0.0005239654659124,0.0876309913664781,8,disponible,NO_MAINSTREAM,sleeve,52,1d542b9e-821a-44e0-92af-07aca00d093f,Nivel 3
2917,2918,Nmmaria Short paperback ,green_dark,Short,short,green,NO_MAINSTREAM,0.2,818.2,431.2,0.5226561357881925,0.0069595542891166,0.2881781958583513,9,proximamente,NO_MAINSTREAM,detail,false,4ed2ee03-b99c-4916-9c02-d6040143843e,Nivel 1
2923,2924,Nmsula Jumpsuit pearl ,ecru,Jumpsuit,jumpsuit,brown,NO_MAINSTREAM,0.6,528.0,211.2,0.3836992607675623,0.004491132564964,0.2508642124626759,9,proximamente,NO_MAINSTREAM,detail,false,413e50cc-d040-4c52-92c2-1ee229a873a2,Nivel 1
2929,2930,Nolo Dress ycoo ,black,Dress,dress,black,WHOLE_SALE,2.5,1578.0,418.0,0.2585587576750706,0.013422362097563,0.1359905598863168,8,disponible,WHOLE_SALE,adventurous,night,0c5bcf22-e69a-4d45-aa28-13a0ae4e2ca9,Nivel 1
2930,2931,Noma Parka tiffosi ,beige,Jacket,jacket,beige,MAINSTREAM,0.2,593.8,198.0,0.3202465132632731,0.0050508229490069,0.193152712290595,9,proximamente,MAINSTREAM,detail,false,142d582e-7c61-48c0-9b21-655b85a76c34,Nivel 3
2931,2932,Noma Parka tiffosi ,blue_dark,Jacket,jacket,blue,MAINSTREAM,14.0,110.0,66.0,0.6338095238095238,0.0009356526177008,0.475591056011568,9,disponible,MAINSTREAM,detail,false,13d64cad-43e0-415a-88a9-6d5d572f6bd7,Nivel 3
2950,2951,Nuannora Sweater press ,blue_dark,Sweater,sweater,blue,PREMIUM,6.0,379.5,77.0,0.1598107774578362,0.0032280015310679,0.1040055856354912,9,disponible,PREMIUM,application,false,1b9f21fd-5714-448c-bf9d-4d6e7deb8d4f,Nivel 2
2951,2952,Nuannora Sweater press ,rust,Sweater,sweater,orange,PREMIUM,1.0,431.2,184.8,0.5468984962406015,0.0036677582613873,0.3682311506848394,9,proximamente,PREMIUM,application,false,0109e9d5-8e13-4aa5-8123-08e18229702d,Nivel 2
2958,2959,Nudiris Scarf acrylic ,blue_dark,Foulard,foulard,blue,OWN_PRODUCTION,5.0,7235.0,2573.0,0.3556323427781617,0.0615404244460511,0.2085863836121064,8,disponible,OWN_PRODUCTION,adventurous,acrylic,c90a6749-a94f-4841-b52b-18b47f9333c6,Nivel 3
2959,2960,Nudiris Scarf acrylic ,garnet,Foulard,foulard,red,OWN_PRODUCTION,2.0,6267.0,2155.0,0.343864688048508,0.0533066814102836,0.1985856847293958,8,disponible,OWN_PRODUCTION,adventurous,acrylic,51e78836-b35c-4ea6-981f-e82b6ec6715b,Nivel 3
2960,2961,Nudiris Scarf acrylic ,pink,Foulard,foulard,pink,OWN_PRODUCTION,2.0,7565.0,2573.0,0.3401189689358889,0.0643473822991536,0.2022331756175213,8,disponible,OWN_PRODUCTION,adventurous,acrylic,e11bef9e-0acb-479f-a123-6719e31c3a45,Nivel 3
2961,2962,Nudiris Scarf acrylic ,rust,Foulard,foulard,orange,OWN_PRODUCTION,11.0,5872.0,1913.0,0.325783378746594,0.0499468379194488,0.1878651083330214,8,disponible,OWN_PRODUCTION,adventurous,acrylic,b15f7ea9-6532-4aa1-a274-7dfd465ce5d7,Nivel 3
2962,2963,Nudotto Scarf acrylic ,khaki,Foulard,foulard,brown,OWN_PRODUCTION,3.0,4596.0,1473.0,0.3204960835509138,0.0390932675541189,0.1797946755525164,8,disponible,OWN_PRODUCTION,adventurous,boho,627cf127-8e53-4eaa-a82c-f42b19e0a4de,Nivel 3
2963,2964,Nudotto Scarf acrylic ,pink,Foulard,foulard,pink,OWN_PRODUCTION,19.0,2573.0,1078.0,0.418966187329965,0.0218857653213116,0.2204259763256383,8,disponible,OWN_PRODUCTION,adventurous,boho,862ac7b6-5413-4fc7-b090-4d3c85f5b615,Nivel 3
2965,2966,Nudotto Scarf acrylic ,rust,Foulard,foulard,orange,OWN_PRODUCTION,59.0,1253.0,462.0,0.3687150837988827,0.0106579339089014,0.189686508853892,8,disponible,OWN_PRODUCTION,adventurous,boho,af564700-54fc-4bbe-ba90-d3ec24ac3b98,Nivel 3
2968,2969,Nudray Shirt modal ,garnet,Shirt,shirt,red,OWN_PRODUCTION,0.4,1112.6,466.4,0.4108073826084845,0.0094637009313996,0.2101355417699421,8,proximamente,OWN_PRODUCTION,style,60,3e610f83-926d-4abf-9b14-ad99acb956d5,Nivel 2
2970,2971,Nudrayas Shirt modal ,garnet,Shirt,shirt,red,OWN_PRODUCTION,2.8,1002.8,431.2,0.4050415781797901,0.0085297495002764,0.2240985333164931,8,proximamente,OWN_PRODUCTION,style,62,04785bbb-bd40-43d8-9913-9f13e39f94e3,Nivel 2
2984,2985,Objanna Short summ ,brown,Short,short,brown,NO_MAINSTREAM,0.6,1284.2,532.4,0.3917765959643572,0.0109233190150129,0.2013499574896851,9,disponible,NO_MAINSTREAM,composition,false,14271c62-5176-48cd-86b1-4229566ce9a1,Nivel 1
2985,2986,Objanna Short summ ,white,Short,short,white,NO_MAINSTREAM,0.2,1623.0,743.4,0.4373079992886342,0.0138051290775315,0.2255565641830829,9,proximamente,NO_MAINSTREAM,composition,false,2194aaf5-f211-46a8-bd6b-b976c91cc12e,Nivel 1
2995,2996,Objchrissa Jacket twill ,brown,Jacket,jacket,brown,NO_MAINSTREAM,0.2,1530.6,633.6,0.4384936121807763,0.0130191808786628,0.2257563965297196,9,proximamente,NO_MAINSTREAM,detail,50,08e07554-3006-41ac-bb7c-902040949281,Nivel 3
2996,2997,Objdaisy Sweater knit ,blue_dark,Sweater,sweater,blue,NO_MAINSTREAM,1.2,418.0,167.2,0.4337928153717627,0.0035554799472632,0.286923277231483,8,disponible,NO_MAINSTREAM,composition,45,3ef12bb4-1db3-4cc1-a3a0-1165fdddc125,Nivel 2
2997,2998,Objdaisy Sweater knit ,rust,Sweater,sweater,orange,NO_MAINSTREAM,0.2,448.8,158.4,0.3647394730153351,0.0038174626802194,0.2416689056326776,8,proximamente,NO_MAINSTREAM,composition,45,154ef570-8b4a-44b4-849a-d82096c86987,Nivel 2
3002,3003,Objelisa Tshirt combo ,yellow,Tshirt,tshirt,yellow,NO_MAINSTREAM,2.2,470.8,145.2,0.3239285714285714,0.0040045932037596,0.2130421734785012,7,disponible,NO_MAINSTREAM,composition,false,28d3339f-87a0-4384-87f6-0b48a18505c4,Nivel 2
3005,3006,Objeva Shirt chip ,brown_light,Shirt,shirt,brown,NO_MAINSTREAM,17.6,1218.2,294.8,0.2504200776146755,0.0103619274443924,0.1469453908820765,8,disponible,NO_MAINSTREAM,application,47,1e577b49-0d6d-432a-9640-d145ee133295,Nivel 2
3007,3008,Objgracie Skirt twill ,brown,Skirt,skirt,brown,NO_MAINSTREAM,0.2,2436.8,1033.6,0.4198563283884075,0.0207272572619402,0.2202917928251739,9,proximamente,NO_MAINSTREAM,detail,false,165640ff-01fa-4cbf-8e42-46e35c84f9ea,Nivel 1
3041,3042,Objzoe Tshirt vneck ,ecru,Tshirt,tshirt,brown,NO_MAINSTREAM,0.2,1469.0,620.4,0.417285149211282,0.0124952154127503,0.2148901823120161,9,proximamente,NO_MAINSTREAM,application,23,3c65d7d2-81ef-4529-b71d-0237854393ac,Nivel 2
3048,3049,Odei Pant short,rust,Pant,pant,orange,WHOLE_SALE,0.3333333333333333,1187.3333333333333,616.0,0.5120346515721382,0.0100993776492436,0.261067014610691,9,proximamente,WHOLE_SALE,detail,false,7045ba69-5342-47e0-b42c-71103b8bd688,Nivel 1
3050,3051,Odelin Jacket indoor ,pistachio,Jacket,jacket,green,NO_MAINSTREAM,0.1666666666666666,388.6666666666667,135.66666666666666,0.365359477124183,0.0033059725825429,0.2616308104069255,9,proximamente,NO_MAINSTREAM,detail,false,023f9c8c-0803-483a-a21f-526783fc9cba,Nivel 3
3052,3053,Ojos Top sparkle ,black,Top,top,black,NO_MAINSTREAM,1.5,687.5,319.0,0.5082256387403447,0.0058478288606302,0.2959121032769473,9,disponible,NO_MAINSTREAM,adventurous,false,298e3572-8e90-444c-b066-287c1eba2032,Nivel 2
3053,3054,Ojos Top sparkle ,white,Top,top,white,NO_MAINSTREAM,0.5,846.75,385.0,0.4476719242656315,0.0072023986730744,0.227437161469353,9,proximamente,NO_MAINSTREAM,adventurous,false,29c0cb91-7c98-46e8-b2ff-0c46c792c10c,Nivel 2
3054,3055,Oki T-shirt sweet ,black,Tshirt,tshirt,black,NO_MAINSTREAM,1.4,950.2,629.2,0.6465331434516054,0.0080823374303576,0.3521393229697954,9,disponible,NO_MAINSTREAM,detail,false,0e2256e8-8821-4bd3-996c-a3ef9b491ca1,Nivel 2
3055,3056,Oki T-shirt sweet ,ecru,Tshirt,tshirt,brown,NO_MAINSTREAM,1.0,1231.4,655.6,0.5427732819052296,0.0104742057585165,0.2998167292725512,9,disponible,NO_MAINSTREAM,detail,false,0f0af542-9d31-4191-89e3-3230235c1a3b,Nivel 2
3057,3058,Olaura Top naf ,red,Top,top,red,NO_MAINSTREAM,0.2,563.2,242.0,0.4218289909015715,0.0047905414026283,0.2531399555617773,8,proximamente,NO_MAINSTREAM,application,false,0bb35f7e-ba5f-4739-aca9-85646bd78b08,Nivel 2
3083,3084,Omayana Tshirt brand ,blue_dark,Tshirt,tshirt,blue,NO_MAINSTREAM,0.2,844.6,404.8,0.4846027801948275,0.0071841109173648,0.2948074860159836,8,proximamente,NO_MAINSTREAM,composition,15,4595992a-2d17-4859-bd00-15f4e67e3e9e,Nivel 2
3084,3085,Omero T-shirt sweet ,pink,Tshirt,tshirt,pink,NO_MAINSTREAM,1.6,958.8,409.2,0.3989774600782424,0.0081554884531961,0.2391709459445238,9,disponible,NO_MAINSTREAM,detail,44,5068ce5a-1690-4512-8644-05c0d90f2c11,Nivel 2
3085,3086,Ona Playsuit cerise,pink,Jumpsuit,jumpsuit,pink,WHOLE_SALE,0.6666666666666666,447.3333333333333,212.66666666666663,0.4732905982905982,0.0038049873119834,0.2768066065289941,9,disponible,WHOLE_SALE,detail,47,067b60ce-d095-47a6-8ce7-f08340d37294,Nivel 1
3091,3092,Onado Skirt denim ,grey_dark,Skirt,skirt,gray,WHOLE_SALE,0.2,2568.8,844.6,0.3390740036689256,0.0218500404031812,0.1804620220360533,7,proximamente,WHOLE_SALE,detail,false,2e6233d7-780e-4181-b45e-bcc0479c2fca,Nivel 1
3097,3098,Onlalana Parka nomad ,beige,Jacket,jacket,beige,MAINSTREAM,0.2,602.8,158.4,0.2536290867848808,0.0051273763450006,0.1508435286096294,8,proximamente,MAINSTREAM,style,52,39e1bbfb-fe45-4f6b-8c8b-c36ad646e51f,Nivel 3
