,Stock,Envios,Tasa mercado,Interest
1453,0.0,667.3333333333334,0.0056762925473851,0.1821990485293316
3767,0.0,616.0,0.0052396546591247,0.231041172501914
3173,0.0,519.2,0.0044162803555479,0.2404147728146765
3769,0.0,448.8,0.0038174626802194,0.1826981994709828
3770,0.3333333333333333,887.3333333333334,0.0075475977827868,0.1085826633985337
2222,0.0,875.4,0.007446093650321,0.1263357102134134
2223,0.0,352.0,0.0029940883766427,0.2222039676360158
2224,0.0,611.6,0.0052022285544167,0.1768900430064384
2225,0.0,814.0,0.0069238293709862,0.1905916602007205
3172,0.0,431.2,0.0036677582613873,0.2706700261136105
1439,0.25,1286.25,0.0109407561774337,0.1086081733389359
1438,0.0,451.0,0.0038361757325734,0.3227511799695341
1437,0.0,475.2,0.0040420193084676,0.1511143396397192
1452,0.0,865.3333333333334,0.0073604672592466,0.1605120654614551
1471,0.0,5190.0,0.0441457916897035,0.2063696203149866
1472,0.0,4706.0,0.0400289201718198,0.1975537716031219
1474,0.0,2617.0,0.0222600263683919,0.191871320024089
1506,0.0,308.0,0.0026198273295623,0.1613692425466762
1505,0.0,379.5,0.0032280015310679,0.2437347549916066
1504,0.0,370.3333333333333,0.0031500304795928,0.2837576032199125
3714,0.0,2639.2,0.0224488580785097,0.2167062135908206
3717,0.0,824.75,0.0070152681495343,0.2104876724753969
3719,0.0,462.0,0.0039297409943435,0.1697427811017162
1500,0.4,655.6,0.005576489601497,0.1539820221032742
1499,0.0,897.4,0.0076332241738612,0.1313956878833665
3720,0.0,343.2,0.0029192361672266,0.3207358329569262
3721,0.0,343.2,0.0029192361672266,0.321121616933074
1496,0.0,4486.0,0.0381576149364181,0.2053249064427967
3722,0.0,479.6,0.0040794454131756,0.194425098827281
3723,0.0,316.8,0.0026946795389784,0.3145371058682312
3724,0.0,316.8,0.0026946795389784,0.3415655489035586
3725,0.0,563.2,0.0047905414026283,0.1635848765087078
3726,1.2,1354.6,0.0115221366903415,0.1182042354034629
3727,0.0,703.8,0.0059864755667077,0.1504216145730081
2206,0.0,902.0,0.0076723514651469,0.2280019037742705
3730,0.0,594.0,0.0050525241355845,0.2158013477541611
3735,0.6,1086.6,0.0092425466763067,0.1876513228886373
3744,0.0,352.0,0.0029940883766427,0.3253474525754441
3748,0.0,3760.0,0.0319823076595925,0.1242358346808601
3749,0.0,671.0,0.0057074809679751,0.1676134249466894
3750,0.0,788.3333333333334,0.006705510426856,0.1766407723809872
3751,0.6666666666666666,583.0,0.0049589588738144,0.2038683296023866
1476,0.0,3277.0,0.027873942074597,0.1616330345099869
1475,0.0,2551.0,0.0216986347977714,0.2221390077164082
1434,0.0,1722.3333333333333,0.014650051744425,0.2467206480670386
3981,0.0,1605.0,0.0136520222855441,0.1504314032318776
3787,0.0,469.3333333333333,0.0039921178355236,0.2960950750067486
3789,0.0,440.0,0.0037426104708033,0.1922005711348236
1396,0.0,140.8,0.001197635350657,0.1683946469329023
1395,0.0,1099.6,0.0093531238038531,0.1927156128231792
1394,0.0,1174.4,0.0099893675838897,0.1617728017726068
3830,0.0,4728.0,0.04021605069536,0.1294565871074093
1392,0.0,2375.0,0.02020159060945,0.1502007302100458
1391,0.0,2800.333333333333,0.0238194473978933,0.1280012080218652
1390,0.0,2265.0,0.0192659379917492,0.1425355287461309
1389,0.0,315.3333333333333,0.0026822041707424,0.1889744530303476
1388,0.0,286.0,0.0024326968060222,0.2270169693361119
3831,0.0,5388.0,0.045829966401565,0.1575660596670037
3832,0.0,378.4,0.0032186450048909,0.3154475183940798
3833,0.0,0.0,0.0,0.0
1397,0.0,105.6,0.0008982265129928,0.1652245566282482
3834,0.0,290.4,0.0024701229107302,0.3796899289177278
2255,6.0,3189.0,0.0271254199804363,0.1208270612360969
1381,0.0,576.4,0.0049028197167524,0.316460770363937
1380,0.0,580.8,0.0049402458214604,0.3090840548952271
1379,0.0,554.4,0.0047156891932122,0.3019335282231875
1378,0.0,660.0,0.005613915706205,0.2472650877966532
1377,0.0,651.2,0.005539063496789,0.2201358157550131
1376,0.0,725.75,0.0061731807936035,0.1238763713907523
3148,0.2,831.4,0.0070718326032407,0.234335235424299
2258,1.0,6663.0,0.0566750308340067,0.1718914700920746
3849,0.0,5366.0,0.0456428358780249,0.1928735983340926
3850,0.0,4288.0,0.0364734402245566,0.192560414142129
3851,0.0,2613.928571428572,0.0222339010030925,0.2337589221873028
2254,0.0,2947.0,0.0250669842214944,0.1435153031002615
1398,0.2,1214.0,0.010326202526262,0.1242735763295689
1399,0.2,915.2,0.007784629779271,0.1201827036045171
2253,0.0,843.3333333333334,0.0071733367357064,0.2174673676144061
2232,0.0,687.5,0.0058478288606302,0.1437724203691102
2235,0.0,638.0,0.0054267851826649,0.1488561989538638
2236,0.0,5476.0,0.0465784884957257,0.2019780682069571
2237,0.0,308.0,0.0026198273295623,0.2683614370265684
2238,0.0,5916.0,0.0503210989665291,0.2072937475900935
1423,0.0,1024.6,0.0087151788372389,0.1377736118402285
2239,0.1666666666666666,352.0,0.0029940883766427,0.2534899243842951
3807,0.0,1052.2857142857142,0.0089506716649148,0.1910844582693429
3809,0.0,867.0,0.0073746438140603,0.2543323181531889
3810,0.0,955.1428571428572,0.0081243810414907,0.192590871569871
2241,0.0,1932.75,0.0164398417896482,0.2126885405538601
2242,0.0,918.5,0.007812699357802,0.2129540074537871
3154,0.25,561.0,0.0047718283502743,0.1939886737770239
3151,3.4,743.6,0.0063250116956577,0.1888620860262079
2245,0.0,2633.5,0.022400374261047,0.1767999820903954
2246,0.0,2595.0,0.0220728958448517,0.1942181594412199
1411,0.0,509.6666666666667,0.0043351904620139,0.2404615213903364
1410,0.0,440.0,0.0037426104708033,0.2566475880283255
2247,0.0,1226.0,0.0104282737209203,0.2076242922541991
2248,0.0,2507.0,0.0213243737506911,0.1944933052587824
2249,0.0,2584.0,0.0219793305830817,0.1951680534335947
1406,0.0,2170.0,0.0184578743673712,0.2034444570071741
3822,0.0,1517.5,0.0129077531578275,0.1778728118188659
3823,1.25,1094.25,0.0093076170629013,0.178061399589852
2250,0.0,2606.0,0.0221664611066218,0.193073719551841
3150,0.2,906.2,0.0077080763832773,0.2214267179797912
3149,0.0,945.6,0.008043210139072,0.2019868594378934
3788,0.0,594.0,0.0050525241355845,0.1841119554985288
1507,0.0,862.2,0.0073338153361969,0.072143923796061
1233,0.0,28039.0,0.2384978522519457,0.3008174556741022
3983,0.0,1726.0,0.014681240165015,0.1421011018870743
3071,0.0,858.0,0.0072980904180666,0.2948340957885465
3070,0.0,1152.2,0.0098005358737719,0.2351792344942475
1059,0.0,4310.333333333333,0.0366634060590595,0.2391081396053677
1058,0.0,1253.3333333333333,0.0106607692198641,0.1847401946989783
1057,0.0,4236.666666666667,0.0360368023362962,0.2560261231062187
1056,0.0,4420.0,0.0375962233657976,0.2631110841770827
1055,0.0,1583.3333333333333,0.0134677270729667,0.2667130381447993
1054,0.0,2991.0,0.0254412452685748,0.2134504622945199
1053,0.0,909.3333333333334,0.0077347283063269,0.1858831744298433
1052,0.0,6634.0,0.0564283587802492,0.2518863758634013
1051,0.0,2836.6666666666665,0.0241284962928309,0.1967061288379473
1050,0.0,0.0,0.0,0.0
3072,0.0,1469.0,0.0124952154127503,0.2259934213929635
2340,0.0,2199.333333333333,0.0187073817320914,0.2069455487367411
1047,0.0,513.3333333333334,0.0043663788826039,0.3012381233764086
3068,0.0,1845.1,0.0156942967719984,0.2461801204832124
3067,0.0,2542.2,0.0216237825883553,0.2688553012537321
4157,1.0,1891.0,0.0160847190915663,0.1243829200957567
4158,0.0,0.0,0.0,0.0
4160,0.0,4398.0,0.0374090928422574,0.1362579797999372
1041,0.0,748.0,0.0063624378003657,0.1471838902322746
1040,0.0,814.0,0.0069238293709862,0.1363264034937206
1039,0.0,1935.0,0.0164589801386467,0.1619285799152581
1038,0.0,1968.0,0.0167396759239569,0.154246491472011
1037,0.0,1462.5,0.0124399268489771,0.1720447095886064
4161,1.0,5234.0,0.0445200527367839,0.156669655714972
3069,0.0,1359.0,0.0115595627950495,0.2241462293985552
4162,0.2,616.0,0.0052396546591247,0.136570725130587
3073,0.0,1027.1,0.0087364436694594,0.2680484950103737
3075,0.0,1781.4,0.0151524688470207,0.2541512497679997
1095,0.0,915.0,0.0077829285926934,0.2395065069910871
1094,0.0,667.3333333333334,0.0056762925473851,0.2634004717070814
3087,0.0,3976.0,0.0338195891634415,0.1948744614802021
3086,0.0,3413.0,0.0290307489473908,0.2111267244105305
2317,0.0,334.4,0.0028443839578105,0.3823839854697253
2318,0.0,484.0,0.0041168715178837,0.2149738162763264
4122,0.0,381.3333333333333,0.0032435957413629,0.226679311365974
2319,0.0,444.4,0.0037800365755114,0.2623987694526287
1087,0.0,1312.0,0.0111597839493046,0.1981672141800122
1086,0.0,1349.0,0.0114745034661676,0.1567994786923974
2320,0.0,7521.0,0.0639731212520733,0.1679392264949371
4125,0.0,392.3333333333333,0.003337161003133,0.2684543593288263
3074,0.0,1165.4,0.009912814187896,0.2903567566776116
1082,0.0,682.0,0.0058010462297452,0.1323826052376313
2324,0.0,365.2,0.0031063666907668,0.2761763678850208
2326,0.0,426.8,0.0036303321566792,0.3239032415945188
1076,0.0,17.6,0.0001497044188321,0.200037426104708
1075,0.2,809.6,0.0068864032662782,0.1578022389462771
1074,0.4,1002.8,0.0085297495002764,0.1044966957038113
1073,0.0,3789.6666666666665,0.0322346503352755,0.2173765873147457
2327,0.0,1056.0,0.0089822651299281,0.1928898253754215
2329,0.2,1455.6,0.0123812359120486,0.1550008817503234
3079,0.0,2859.0,0.0243184621273338,0.1990002168265501
3078,0.0,1112.6,0.0094637009313996,0.255251883781295
3077,0.0,1878.2,0.0159758431505975,0.2234410964791894
3076,0.0,1614.2,0.0137302768681155,0.1615138576184168
2323,2.0,478.5,0.0040700888869986,0.1772490526363153
4163,0.0,1883.6666666666667,0.0160223422503863,0.1601744445381347
4164,0.0,1715.3333333333333,0.0145905102142077,0.1603663571274867
4165,0.0,1334.0,0.0113469144728448,0.1941532549232085
999,0.0,1218.4,0.01036362863097,0.1987941241896761
998,0.0,1504.0,0.012792923063837,0.1618428263888
997,0.0,1394.0,0.0118572704461361,0.1774567272477271
996,0.0,1460.0,0.0124186620167566,0.163309389960188
995,0.2,1227.0,0.0104367796538085,0.2005177021523745
994,0.0,1275.4,0.0108484668055969,0.1929709917328738
993,0.0,1284.2,0.0109233190150129,0.2158232600239453
992,0.0,1077.6,0.009165993280313,0.2486292611393796
991,0.0,1464.4,0.0124560881214647,0.1970485554266059
990,0.0,1227.0,0.0104367796538085,0.2169881272750395
989,0.0,1297.6,0.0110372985157147,0.2128597165818821
988,1.0,1258.0,0.0107004635733424,0.1980904818092291
1000,0.0,1284.2,0.0109233190150129,0.1687110695912477
987,1.2,1429.4,0.012158380470378,0.1636286731539659
985,0.0,1328.2,0.0112975800620933,0.209687292990241
984,0.0,1319.4,0.0112227278526772,0.181218942469531
983,4.6,840.0,0.0071449836260791,0.0498285551258012
982,0.0,1086.4,0.009240845489729,0.0805883348132951
981,5.6,607.0,0.005163101263131,0.0433156230099703
980,0.6,1398.6,0.0118963977374218,0.0665500004823799
979,0.0,1218.4,0.0103636286309701,0.0641761096722558
978,0.0,1385.2,0.0117824182367201,0.2021981379287532
977,0.0,1547.8,0.0131654829243397,0.1669581784752383
976,0.0,1350.2,0.0114847105856334,0.1940655313307696
975,1.4,1768.0,0.015038489346319,0.1245667253893594
974,0.4,1534.8,0.0130549057967932,0.1362462830999213
986,0.0,1240.2,0.0105490579679326,0.2045639827219544
1001,0.0,1192.0,0.0101390720027218,0.2283507559183469
1002,0.0,1328.4,0.0112992812486709,0.1903058998668283
1003,0.0,1310.6,0.0111478756432611,0.2001583412944253
1031,0.0,646.6,0.0054999362055033,0.2547271406185145
1030,0.0,2712.0,0.0230680899927699,0.2336139903711932
1029,0.0,312.4,0.0026572534342704,0.4579669449375149
1028,0.2,743.6,0.0063250116956577,0.1641646185635278
1027,0.0,1038.4,0.0088325607110959,0.1287687136365527
1026,0.0,0.0,0.0,0.0
1025,0.2,1284.4,0.0109250202015906,0.1562000041642951
1024,0.0,967.4,0.0082286394760345,0.151200388527105
1023,0.0,695.1,0.0059124739505805,0.2251653986487416
1022,0.0,414.3333333333333,0.0035242915266731,0.2546645042843107
1021,0.0,489.5,0.0041636541487687,0.2081134948906556
1020,1.0,638.0,0.0054267851826649,0.1237397236142257
4166,0.0,2727.0,0.0231956789860928,0.1285762039961633
4167,0.0,5784.0,0.0491983158252881,0.1405223944271669
4168,0.0,248.28571428571428,0.0021119016228104,0.2824979315117749
2344,0.0,433.7142857142857,0.0036891446069347,0.1755903720308403
4175,0.3333333333333333,1597.6666666666667,0.0135896454443641,0.2037925659380804
1013,0.4,1583.4,0.0134682941351592,0.1828811250630961
1012,0.4,2115.8,0.0179968528048313,0.1358874488100742
4176,0.0,2954.333333333333,0.0251293610626745,0.2271196036643566
4177,0.0,3350.333333333333,0.0284977104863975,0.1947766169026284
3066,0.0,1231.4,0.0104742057585165,0.2654364077046831
4180,0.0,1297.6666666666667,0.0110378655779072,0.1689400984798122
4181,0.0,1085.0,0.0092289371836856,0.1971441288753856
4182,0.0,1297.6666666666667,0.0110378655779072,0.180101445133436
2346,0.0,317.42857142857144,0.0027000261253652,0.2283730569221458
1004,0.0,1570.0,0.0133543146344575,0.1740855427492973
4117,0.0,891.0,0.0075787862033768,0.2080018473141426
4116,0.0,682.0,0.0058010462297452,0.2745936448079943
3088,0.0,5176.8,0.0440335133755794,0.1857050951684033
3089,0.0,1587.8,0.0135057202398673,0.1803862522229789
3999,0.0,1319.6666666666667,0.0112249961014474,0.247428471931915
4000,0.0,1239.0,0.0105388508484668,0.2576274564015787
4001,0.0,718.6666666666666,0.0061129304356455,0.2246401178359581
1196,0.0,711.3333333333334,0.0060505535944654,0.1635096941414061
1195,0.0,770.0,0.0065495683239059,0.1493102767749436
1194,0.0,799.3333333333334,0.0067990756886261,0.1568659243989349
2287,0.0,2892.0,0.024599157912644,0.1866122670268692
1189,0.75,1033.75,0.0087930081231659,0.1617572431272824
1186,0.0,765.4,0.0065104410326202,0.2126399131046629
1185,0.0,774.2,0.0065852932420363,0.1923563271688503
1184,0.0,954.4,0.008118062348488,0.1262820390838858
1183,0.0,2071.8,0.017622591757751,0.2138139022456891
3998,221.0,3519.0,0.0299323778335388,0.2523915938613559
4014,0.0,1088.75,0.0092608344320163,0.1717896716919186
4016,0.0,665.25,0.005658571853868,0.2124331467753339
1175,0.0,646.6,0.0054999362055033,0.2307936807780384
1174,0.0,497.2,0.0042291498320078,0.2263912748538498
3102,0.0,286.0,0.0024326968060222,0.2291660641630871
4025,0.25,522.5,0.004444349934079,0.1928162037198849
4027,0.0,808.5,0.0068770467401012,0.1337964653505993
3101,0.0,189.2,0.0016093225024454,0.3459380449113256
4030,0.0,1312.3333333333333,0.0111626192602673,0.1392979977229727
4031,0.0,1451.3333333333333,0.0123449439317257,0.1319723026512438
4032,0.0,1546.6666666666667,0.0131558428670664,0.1368912045990027
4041,0.0,271.3333333333333,0.002307943123662,0.148413524242454
4045,0.0,783.2,0.00666184663803,0.1901116895038077
4015,0.0,643.5,0.0054735678135499,0.1899239864035934
3997,3.0,14074.0,0.1197124994683791,0.2871903409662487
1202,0.0,806.6666666666666,0.0068614525298062,0.1498123052122715
1203,0.0,378.4,0.0032186450048909,0.2929407275560717
1230,137.0,6663.0,0.0566750308340067,0.224720526072864
3984,0.0,1825.0,0.0155233275209458,0.1473812991702245
3985,1.0,12073.0,0.1026921277591119,0.2398659015338258
3986,0.0,462.0,0.0039297409943435,0.3938395781057288
3987,1.0,4332.0,0.0368477012716369,0.2163693723348027
3988,6.0,13722.0,0.1167184110917364,0.2747270819487249
1224,1.0,25466.0,0.2166120869306341,0.3397322588112685
3989,0.0,4882.0,0.0415259643601411,0.2594971075385302
3990,2.0,10908.0,0.0927827159443712,0.2621045959626513
3991,42.0,9742.0,0.0828647981967422,0.2468317010897486
3992,1.0,11303.0,0.096142559435206,0.2718171878835766
3993,8.0,2353.0,0.0200144600859099,0.2157020876715142
1218,0.5,1616.5,0.0137498405137583,0.3011939047082255
1217,0.3333333333333333,2338.333333333333,0.0198897064035498,0.2571031713144422
1216,1.0,1737.5,0.0147790583932292,0.2737095133230738
3994,1.0,10732.0,0.0912856717560498,0.2823181992772049
3995,185.0,418.0,0.0035554799472632,0.395625712092079
1213,0.0,2272.333333333333,0.0193283148329292,0.2231268835589866
1212,0.0,2067.333333333333,0.0175845985908504,0.23076178646939
1211,0.0,770.0,0.0065495683239059,0.1929308158948903
3996,2.0,6487.0,0.0551779866456853,0.2343872051310745
1209,1.0,2507.0,0.0213243737506911,0.2519864788577947
1208,0.0,1209.6,0.010288776421554,0.1671590741692759
1207,0.0,1253.4,0.0106613362820567,0.1396078101550799
1206,0.0,409.2,0.0034806277378471,0.193285170468902
1205,0.0,550.0,0.0046782630885042,0.1494998157155631
1204,0.0,286.0,0.0024326968060222,0.4033532722407212
4050,0.0,1063.0,0.0090418066601454,0.1787220118895805
3982,0.0,1869.0,0.0158975885680261,0.1463811486070724
1161,0.0,660.0,0.005613915706205,0.1937573363224044
1158,0.0,2397.0,0.0203887211329902,0.2098902956280312
1125,0.0,666.2857142857143,0.0056673815700736,0.1451605710284677
4097,0.0,1594.0,0.013558457023774,0.1483793563986411
2305,0.0,755.3333333333334,0.0064248146415458,0.2320483861567517
1122,0.0,539.0,0.0045846978267341,0.2032823474696056
4101,0.0,1737.0,0.0147748054267851,0.1587692592301591
1120,0.0,887.1428571428571,0.0075459776050938,0.2580266938527857
4102,0.0,1803.0,0.0153361969974056,0.1582935519905276
3094,0.0,1522.5,0.0129502828222685,0.1691105037064544
1117,0.0,641.6666666666666,0.0054579736032549,0.1741161676000913
1116,0.0,590.3333333333334,0.0050213357149945,0.1487339100993374
1115,0.0,414.3333333333333,0.0035242915266731,0.2644855056463611
1114,0.0,414.3333333333333,0.0035242915266731,0.2777103757987058
4096,2.0,1524.3333333333333,0.0129658770325635,0.202035031319696
3093,0.0,1724.2,0.0146659294858163,0.1940886328848213
1111,0.0,1026.6666666666667,0.0087327577652079,0.1481163788826039
1110,0.0,1246.3333333333333,0.0106012276896468,0.151708885874986
3092,0.0,1480.1,0.0125896312678092,0.1735198360919099
3091,0.2,2568.8,0.0218500404031812,0.1804620220360533
4108,0.0,5080.0,0.0432101390720027,0.1600893215045053
1106,0.0,1246.3333333333333,0.0106012276896468,0.1826538660923115
1105,0.0,872.6666666666666,0.0074228441004267,0.2959192142580055
1104,0.0,3145.0,0.026751158933356,0.211094840418654
1103,0.0,3639.5,0.0309573427465657,0.1785174509844026
4109,0.0,4244.0,0.0360991791774762,0.113949683839445
2311,0.0,652.6666666666666,0.005551538865025,0.250107460729721
3090,0.0,3554.0,0.0302300854846255,0.1924297869945743
2308,0.0,469.3333333333333,0.0039921178355236,0.133543007189913
4095,0.5,923.75,0.007857355505465,0.1749973217473184
4094,0.75,1083.25,0.0092140518011312,0.0929113976893642
4092,0.0,605.0,0.0051460893973546,0.1912534254642942
1157,0.0,2968.6666666666665,0.0252512794340719,0.2099409414619323
2301,0.0,1900.0,0.01616127248756,0.1950479957176116
1155,0.0,646.8,0.0055016373920809,0.2160900593815896
1154,0.2,761.0,0.0064730149279122,0.1001824642679859
1153,0.0,1222.8,0.0104010547356781,0.2544474595948684
1152,0.0,1359.2,0.0115612639816271,0.2299522633950048
4059,0.0,1290.0,0.0109726534257644,0.1602338256676685
1150,0.0,706.1,0.0060060392123506,0.3143586750778811
